County,Election Date,Election Name,Election ID,Poll Place Name,Poll Place ID
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,BELTON NAZARENE CHURCH-BELTON NAZARENE CHURCH,5506
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,BELTON SENIOR CENTER-BELTON SENIOR CENTER,5508
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,BLISS COMMUNITY CENTER-BLISS COMMUNITY CENTER,5510
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,LIBERTY CHRISTIAN CENTER-LIBERTY CHRISTIAN CENTER,5511
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,KUHLMANN CIVIC CENTER-KUHLMANN CIVIC CENTER,5513
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,ANDERSON CHAPEL A.M.E. CHURCH-ANDERSON CHAPEL A.M.E. CHURCH,5514
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,J. W. SIMS COMMUNITY CENTER-J. W. SIMS COMMUNITY CENTER,5516
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,HARKER HEIGHTS PARKS AND RECREATION CENTER-HARKER HEIGHTS PARKS AND RECREATION CENTER,5518
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,SALADO CHURCH OF CHRIST-SALADO CHURCH OF CHRIST ACTIVITIES CENTER,5519
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,KILLEEN SENIOR CENTER @ LIONS CLUB PARK-KILLEEN SENIOR CENTER @ LIONS CLUB PARK,5522
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,GRACE CHRISTIAN CENTER-GRACE CHRISTIAN CENTER,5523
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,ST PAUL CHONG HASANG CATH CHURCH-ST PAUL CHONG HASANG CATH CHURCH,5525
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,FIRST BAPTIST CHURCH OF TRIMMIER-FIRST BAPTIST CHURCH OF TRIMMIER,5526
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,TROY COMMUNITY CENTER-TROY COMMUNITY CENTER,5527
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,VFW POST 1820-VFW POST 1820,5528
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,A & E STORAGE-A & E STORAGE,5530
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,CROSS CHURCH ON BIRDCREEK-CROSS CHURCH ON BIRDCREEK,5531
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,IMMANUEL BAPTIST CHURCH-IMMANUEL BAPTIST CHURCH,5532
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,WILSON PARKS & RECREATION CENTER-WILSON PARKS & RECREATION CENTER,5533
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,TEMPLE COLLEGE PAVILION-TEMPLE COLLEGE PAVILION,5534
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,ST JOSEPH CATHOLIC CHURCH-310 ST JOSEPH CATH CHURCH FELLOWSHIP HALL,5536
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,FIRST BAPTIST CHURCH MOFFAT-FIRST BAPTIST CHURCH MOFFAT,5537
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,FIRST BAPTIST CHURCH OF ROGERS-FIRST BAPTIST CHURCH OF ROGERS,5538
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,IVY GAP BOYS RANCH ROAD-BOYS RANCH ROAD,5542
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,ROBERT M SHOEMAKER HIGH SCHOOL-FOYER OF AUDITORIUM,5546
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,CENTRAL FIRE STATION-CENTRAL FIRE STATION,5547
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,WEST BELL WATER SUPPLY-WEST BELL WATER SUPPLY OFFICE,5549
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,SUGAR LOAF ELEMENTARY SCHOOL-SUGAR LOAF ELEMENTARY SCHOOL,26933
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,FIRST CHURCH OF THE NAZARENE-FIRST CHURCH OF THE NAZARENE,26935
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,BELTON - BELL COUNTY ANNEX-BELL COUNTY ANNEX,91541
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,TEMPLE - BELL COUNTY ANNEX-BELL COUNTY ANNEX,91543
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,KILLEEN COMMUNITY CENTER-KILLEEN COMMUNITY CENTER,91546
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,KILLEEN - BELL COUNTY ANNEX-BELL COUNTY ANNEX,91548
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,VFW POST 3892-VFW POST 3892,94762
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,SKYLINE BAPTIST CHURCH-SKYLINE BAPTIST CHURCH,94664
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,CHRIST THE KING CATHOLIC CHURCH-PARISH HALL,94760
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,MORGAN'S POINT EVENT CTR-MPR COMMUNITY CTR,94761
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,DESTINY OUTREACH CHURCH-DESTINY OUTREACH CHURCH,94763
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,NORTHSIDE CHURCH OF CHRIST-NORTHSIDE CHURCH OF CHRIST,94764
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,KILLEEN UTILITIES DEPT.-CONFERENCE ROOM,94765
BELL,3/3/2020,2020 MARCH 3RD DEMOCRATIC PRIMARY,44145,ROY J. SMITH MIDDLE SCHOOL-ROY J. SMITH MIDDLE SCHOOL,94766
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,NORTHEAST LAKEVIEW COLLEGE-COLLEGE,97176
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CROSS MOUNTAIN CHURCH-CHAPEL,97200
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LUTHER BURBANK HIGH SCHOOL-LIBRARY,92812
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CHARLES GRAEBNER ELEMENTARY SCHOOL-PORTABLE 524,92814
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,GILLETTE ELEMENTARY SCHOOL-SCHOOL,92839
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,KINGSBOROUGH MIDDLE SCHOOL-SCHOOL,92843
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,TEXAS A&M SAN ANTONIO MAYS CENTER-CENTER,92849
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SOMERSET CITY HALL-HALL,94429
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WRIGHT ELEMENTARY SCHOOL-SCHOOL,92819
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,VIRGINIA A. MYERS ELEMENTARY SCHOOL-SCHOOL,92845
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BOB HOPE ELEMENTARY SCHOOL-FOYER,92850
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SHEARER HILLS BAPTIST CHURCH-CHURCH,95099
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HELOTES CITY HALL-HALL,95098
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,"MIGUEL CARRILLO, JR. ELEMENTARY SCHOOL-SCHOOL",92832
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MISSION DEL LAGO COMMUNITY CENTER-CENTER,92846
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CITY OF SANDY OAKS MUNICIPAL BLDG-BUILDING,92847
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SOMERSET ISD CENTRAL OFFICE-OFFICE,92853
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ADAMS HILL ELEMENTARY SCHOOL-SCHOOL,92855
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SAN ANTONIO HOUSING AUTHORITY-SAN ANTONIO HOUSING AUTHORITY,92810
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PEASE MIDDLE SCHOOL-SCHOOL,92823
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BRENTWOOD STEAM SCHOOL OF INNOVATION-SCHOOL,92825
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,GARDENDALE EARLY LEARNING PROGRAM-SCHOOL,92826
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,RALPH LANGLEY ELEMENTARY SCHOOL-SCHOOL,92827
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,FIVE PALMS ELEMENTARY SCHOOL-SCHOOL,92830
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SOUTH SAN ANTONIO HIGH SCHOOL-SCHOOL,92834
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,VESTAL ELEMENTARY SCHOOL-SCHOOL,92837
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PRECINCT 1 SATELLITE OFFICE-OFFICE,92842
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JUDSON ISD PERFORMING ARTS CENTER-CENTER,95082
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CORTEZ BRANCH LIBRARY-LIBRARY,95596
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,TAFT HIGH SCHOOL-SCHOOL,95623
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,FRANNK MADLA ELEMENTARY SCHOOL-FRANK MADLA ELEMENTARY SCHOOL,96430
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,NORTHWEST CHURCH OF CHRIST-FELLOWSHIP HALL,94063
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SOUTHSIDE ISD ADMIN BLDG-BOARD RM C-100D,93861
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,OAK MEADOW UNITED METHODIST CHURCH-CHURCH,96518
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ST. LEO THE GREAT CATHOLIC CHURCH-HALL,92811
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,DAVID CROCKETT ACADEMY-SCHOOL,93466
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,COLLINS GARDEN BRANCH LIBRARY-LIBRARY,93481
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SARAH KING ELEMENTARY SCHOOL-LIBRARY,93512
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LAUREL HEIGHTS UNITED METHODIST CHURCH-RM 114,93525
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HUISACHE AVENUE BAPTIST CHURCH-AUDITORIUM,93532
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JOHN GLENN ELEMENTARY SCHOOL-SCHOOL,92815
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JOHNSTON BRANCH LIBRARY-LIBRARY,92828
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,RAYBURN ELEMENTARY SCHOOL-SCHOOL,92821
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,DWIGHT MIDDLE SCHOOL-SCHOOL,92824
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PALO ALTO ELEMENTARY SCHOOL-PERFORMING ARTS CENTER RM 163,92833
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,OTT ELEMENTARY SCHOOL-SCHOOL,92858
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ADAMS ELEMENTARY SCHOOL-SCHOOL,92816
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JAMES RUSSELL LOWELL MIDDLE SCHOOL-AUDITORIUM,93104
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MURNIN ELEMENTARY SCHOOL-SCHOOL,93109
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BIG COUNTRY ELEMENTARY SCHOOL-SCIENCE LAB RM 201,93127
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LEWIS ELEMENTARY SCHOOL-SCHOOL,93141
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ALAN B. SHEPARD MIDDLE SCHOOL-SCHOOL,93070
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MARY MICHAEL ELEMENTARY SCHOOL-SCHOOL,93448
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ANTONIO MARGIL ELEMENTARY SCHOOL-GYM,93464
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MARIN B.FENWICK ACADEMY-GYM,93474
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,EDGEWOOD GYM-SCHOOL,93483
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WOODLAWN ACADEMY-LIBRARY,93548
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,THOMAS EDISON HIGH SCHOOL-HP BLDG HALLWAY,93571
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,STEVENSON MIDDLE SCHOOL-SCHOOL,93683
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HENDERSON ELEMENTARY SCHOOL-SCHOOL,93686
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LOPEZ MIDDLE SCHOOL-SCHOOL,93712
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ALAMO HEIGHTS UNITED METHODIST-CHURCH,93717
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HARDY OAK ELEMENTARY SCHOOL-SCHOOL,93756
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,TUSCANY HEIGHTS ELEMENTARY SCHOOL-SCHOOL,93757
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,INDIAN SPRINGS ELEMENTARY SCHOOL-SCHOOL,93777
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,DAVIS SCOTT YMCA-CENTER,93781
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ARTEMISIA BOWDEN ACADEMY-GYM,93782
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PECAN VALLEY ELEMENTARY SCHOOL-FRONT OFFICE LOBBY,93796
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HERMAN HIRSCH ELEMENTARY SCHOOL-SCHOOL,93797
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MOUNT CALVARY LUTHERAN CHURCH-GYM,93798
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,KRUEGER MIDDLE SCHOOL-SCHOOL,93804
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MONTGOMERY ELEMENTARY SCHOOL-SCHOOL,93811
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SCHAEFER BRANCH LIBRARY-LIBRARY,93821
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,METZGER MIDDLE SCHOOL-SCHOOL,93835
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,NORTHERN HILLS ELEMENTARY SCHOOL-SCHOOL,93840
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LIECK ELEMENTARY SCHOOL-SCHOOL,93449
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MARY HUPPERTZ ELEMENTARY SCHOOL-SCHOOL,93495
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WOODLAWN HILLS ELEMENTARY SCHOOL-GYM,93500
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JOE WARD RECREATION CENTER-CENTER,93508
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ESPARZA ELEMENTARY SCHOOL-SCHOOL,93538
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SHAVANO PARK CITY HALL-LOBBY,93732
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,TAKAS PARK-CENTER,93807
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CHINA GROVE CITY HALL-COURTROOM,93815
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,EAST CENTRAL HIGH SCHOOL-GAME GYM FOYER,93817
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SAM HOUSTON HIGH SCHOOL-SCHOOL,93823
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SPRING MEADOWS ELEMENTARY SCHOOL-SCHOOL,93824
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,THOUSAND OAKS BRANCH LIBRARY-LIBRARY,93828
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MIRABEAU B. LAMAR ELEMENTARY SCHOOL-SCHOOL,93830
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,AGNES COTTON ACADEMY-GYM,93836
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,STAHL ELEMENTARY SCHOOL-SCHOOL,93841
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,UNIVERSAL CITY LIBRARY-LIBRARY,93842
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BEXAR COUNTY ELECTIONS-MAIN OFFICE,93459
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,YOUNG WOMENS LEADERSHIP ACADEMY-GYM,93555
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,KENWOOD COMMUNITY CENTER-CENTER,93580
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WESTMINISTER SQUARE MANAGEMENT-CHURCH,93589
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,KRUEGER ELEMENTARY SCHOOL-SCHOOL,93689
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LAS LOMAS ELEMENTARY SCHOOL-SCHOOL,93694
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HUEBNER ELEMENTARY SCHOOL-SCHOOL,93773
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BEACON HILL ACADEMY-LIBRARY,93785
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MARTIN LUTHER KING JR. ACADEMY-BOYS GYM,93799
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,VALE MIDDLE SCHOOL-SCHOOL,93438
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,GALM ELEMENTARY SCHOOL-SCHOOL,93445
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,RAWLINSON MIDDLE SCHOOL-SCHOOL,93720
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,FAITH LUTHERAN CHURCH-CHURCH,93748
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,FIRST CHINESE BAPTIST CHURCH-CHURCH,93759
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HIGHLAND HILLS ELEMENTARY SCHOOL-SCHOOL,93795
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PRE-K ACADEMY AT WEST AVENUE-SCHOOL,93657
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WONDERLAND MALL OF THE AMERICAS-UPPER LEVEL B61,93684
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,RIDGEVIEW ELEMENTARY SCHOOL-SCHOOL,93690
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LEON VALLEY CONFERENCE CENTER-CENTER,93695
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,LARKSPUR ELEMENTARY SCHOOL-SCHOOL,93726
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CIBOLO GREEN ELEMENTARY SCHOOL-SCHOOL,93758
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WANKE ELEMENTARY SCHOOL-SCHOOL,93767
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WOODSTONE ELEMENTARY SCHOOL-SCHOOL,93829
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MISSION BRANCH LIBRARY-LIBRARY,92818
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MILLER'S POINT ELEMENTARY SCHOOL-SCHOOL,93826
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ALAMO STADIUM CONVOCATION CENTER-LG CONF RM,93585
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PASCHALL ELEMENTARY SCHOOL-SCHOOL,93838
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ELMENDORF CITY HALL-COUNCIL CHAMBERS,94107
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,TRINITY UNITED METHODIST CHURCH-PARLOR IN NULL BLDG,93677
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CODY BRANCH LIBRARY-LIBRARY,93729
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CLAUDE BLACK COMMUNITY CENTER-CENTER,93784
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SCARBOROUGH ELEMENTARY SCHOOL-SCHOOL,93687
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SPECHT ELEMENTARY SCHOOL-SCHOOL,93710
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,WETMORE ELEMENTARY SCHOOL-SCHOOL,93734
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HILL COUNTRY VILLAGE CITY HALL-COUNCIL CHAMBERS,93740
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ST. HEDWIG CITY HALL-HALL,93816
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CORONADO VILLAGE ELEM. SCHOOL-SCHOOL,93822
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,PERALES STEAM ELEMENTARY SCHOOL-SCHOOL,93435
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,SAN ANTONIO M.U.D. #1-MAIN ROOM,93640
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MAVERICK BRANCH LIBRARY-LIBRARY,93672
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CARSON ELEMENTARY SCHOOL-SCHOOL,93675
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CASTLE HILLS CITY HALL-COMMUNITY ROOM,93725
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,MAY ELEMENTARY SCHOOL-SCHOOL,93745
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,BEARD ELEMENTARY SCHOOL-SCHOOL,93746
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,ROYAL RIDGE ELEMENTARY SCHOOL-SCHOOL,93808
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,HARMONY ELEMENTARY SCHOOL-FRONT OFFICE LOBBY,93818
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,JOHN MARSHALL HIGH SCHOOL-SCHOOL,93696
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,OAK HILLS TERRACE ELEMENTARY SCHOOL-SCHOOL,93754
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,YOUNG MENS LEADERSHIP ACADEMY AT PHILIS WHEATLEY-AUDITORIUM,93783
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,CODY ELEMENTARY SCHOOL-SCHOOL,93441
BEXAR,3/1/2022,2022 MARCH 1ST DEMOCRATIC PRIMARY,47011,GREAT NORTHWEST BRANCH LIBRARY-LIBRARY,93652
