UNIQUE_ID,ELECTION ID,ELECTION NAME,COUNTY,POLL PLACE ID,POLLING PLACE NAME,VOTER COUNT
47011-94334,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,94334,1ST BAPTIST NECHES,16
47011-25633,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,25633,1ST BAPTIST-ELKHART,17
47011-12261,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,12261,ANTIOCH BAPTIST CHURCH BOX 8,15
47011-16266,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,16266,CAYUGA HIGH SCHOOL,5
47011-5344,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5344,DAV POST,10
47011-97095,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,97095,ENGLEDOW FARM & RANCH,6
47011-5345,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5345,FRANKSTON COURTHOUSE ANNEX,27
47011-30986,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,30986,FREEDOM FELLOWSHIP CHURCH,13
47011-14624,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,14624,HARMONY BAPTIST CHURCH,3
47011-5349,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5349,MONTALBA COMM CENTR,9
47011-32180,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,32180,NEW FELLOWSHIP,27
47011-95605,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,95605,PALESTINE CIVIC CENTER,9
47011-14628,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,14628,PALESTINE HIGH SCHOOL,22
47011-5340,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5340,PISD ADMIN OFFICE,17
47011-5350,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5350,PISGAH BAPTIST CHURCH,12
47011-5331,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5331,SLOCUM HIGH SCHOOL,10
47011-14633,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,14633,SWANSON HILL,2
47011-5338,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5338,TENN COLONY COMM CENTER,33
47011-14638,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,14638,TUCKER COMM,15
47011-5334,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5334,WASHIGNTON EARLY CHILD,49
47011-5346,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDERSON,5346,WESTWOOD JR. HIGH,36
47011-5352,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANDREWS,5352,JAMES ROBERTS CENTER,47
47011-32902,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,32902,BETHEL ASSEMBLY OF GOD,20
47011-95223,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,95223,BRANDON COMMUNITY CENTER,128
47011-30072,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30072,BURKE COMMUNITY CENTER,7
47011-5365,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5365,CHAMBERS PARK COMMUNITY CENTER,54
47011-24541,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,24541,COMMUNITY SERVICES MEETING RM 104,33
47011-5360,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5360,CROSS ROAD BAPTIST CHURCH,12
47011-30071,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30071,DENMAN AVE BAPTIST CHURCH,36
47011-25359,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,25359,DIBOLL CITY HALL,47
47011-5378,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5378,FAIRVIEW BAPTIST CHURCH,12
47011-5376,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5376,FELLOWSHIP HALL,16
47011-5390,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5390,FELLOWSHIP HALL,23
47011-94115,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,94115,FIRST CHRISTIAN CHURCH,14
47011-5380,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5380,FIRST ORA MISSIONARY BAPTIST CHURCH,6
47011-5364,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5364,FULLER SPRINGS BAPTIST CHURCH,7
47011-5389,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5389,HARMONY HILL BAPTIST CHURCH,24
47011-17402,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,17402,HUNTINGTON CIVIC CENTER,29
47011-96587,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,96587,LA CASA DE ALFARERO / REDLAND BAPTIST CHURCH,17
47011-30066,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30066,LIFE GATE CHURCH GT (GLAD TIDINGS),11
47011-94114,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,94114,LIFE POINT CHURCH,7
47011-30068,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30068,LUFKIN RESTORATION CENTER,12
47011-30073,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30073,LUFKIN SHRINE CLUB,13
47011-5379,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5379,O'QUINN BAPTIST CHURCH,22
47011-95186,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,95186,OAK FLAT MISSIONARY BAPTIST CHURCH,8
47011-5353,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5353,POLLOK BAPTIST CHURCH,12
47011-5383,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5383,SALEM BAPTIST CHURCH,7
47011-30075,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,30075,SOUTHSIDE BAPTIST CHURCH,19
47011-5366,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5366,ST PAUL'S METHODIST CHURCH,32
47011-96586,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,96586,ST. PATRICK CATHOLIC CHURCH,24
47011-5375,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,5375,WOODLAWN  BAPTIST CHURCH,16
47011-95185,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ANGELINA,95185,ZAVALLA FIRST BAPTIST CHURCH FAMILY LIFE CENTER,21
47011-5391,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARANSAS,5391,INSIDE,41
47011-89622,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARANSAS,89622,INSIDE,73
47011-90180,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARANSAS,90180,INSIDE BACK ENTRANCE,99
47011-91384,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARANSAS,91384,LOBBY,36
47011-94193,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARCHER,94193,ARCHER COUNTY ACTIVITY BUILDING,11
47011-94196,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARCHER,94196,HOLLIDAY COMMUNITY CENTER,12
47011-96350,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARCHER,96350,LAKESIDE CITY COMMUNITY CENTER,18
47011-94197,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARCHER,94197,SCOTLAND CITY  HALL,3
47011-94195,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARCHER,94195,WINDTHORST KNIGHTS OF COLUMBUS HALL,2
47011-90220,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARMSTRONG,90220,1ST FLOOR,2
47011-90216,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARMSTRONG,90216,BASEMENT,1
47011-90217,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ARMSTRONG,90217,FIRESTATION,1
47011-91238,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,91238,BOARD ROOM DEMOCRAT,12
47011-16732,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,16732,DEM PARTY,29
47011-16689,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,16689,DEM PARTY,45
47011-16743,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,16743,DEM PARTY,77
47011-16749,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,16749,DEM PARTY,4
47011-16706,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,16706,DEM PARTY,19
47011-88913,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,88913,DEMOCRAT,79
47011-22230,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,22230,DEMOCRATIC PARTY,91
47011-25214,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,25214,DEMOCRATIC PARTY,46
47011-94159,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,94159,LOBBY DEM,25
47011-94157,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,94157,LOBBY DEM,1
47011-13511,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,13511,LOBBY DEM.,12
47011-89303,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,89303,"LYTLE, TX.",89
47011-89305,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,ATASCOSA,89305,PLEASANTON,95
47011-89369,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,89369,CHILDRENS CHURCH,5
47011-90619,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,90619,EDUCATION CENTER,13
47011-96834,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,96834,FAITH CENTER,7
47011-5449,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,5449,FELLOWSHIP HALL,1
47011-26983,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,26983,FELLOWSHIP HALL,18
47011-90096,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,90096,FUCHS HALL,10
47011-19811,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,19811,HALL,38
47011-5452,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,5452,KITCHEN,15
47011-22908,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,22908,MEETING,16
47011-89406,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,89406,MEETING ROOM,18
47011-19810,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,19810,MEETING ROOM,10
47011-96830,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,96830,MEETING ROOM,11
47011-89370,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,89370,MEETING ROOM,15
47011-13758,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,13758,SENS ACTIVITY CENTER,21
47011-5450,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,AUSTIN,5450,W E HILL COMMUNITY CENTER,17
47011-95402,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAILEY,95402,FOYER,31
47011-26959,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,26959,BUS BARN,29
47011-16065,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,16065,ELECTION ROOM,18
47011-32583,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,32583,ELECTION ROOM,8
47011-19904,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,19904,GED CLASSROOM,36
47011-5457,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,5457,IN THE BAND HALL HALLWAY,11
47011-5460,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,5460,LAKEHILLS CIVIC CENTER,28
47011-5458,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,5458,PIPE CREEK VOL FIRE DEPT.,34
47011-5464,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,5464,TARPLEY COMMUNITY CENTER,12
47011-5466,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BANDERA,5466,VANDERPOOL VOLUNTEER FIRE DEPT.,11
47011-96893,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,96893,ACTIVITY ROOM,247
47011-96890,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,96890,ASCENSION CATHOLIC CHURCH,278
47011-94178,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94178,BASTROP CO ESD NO.2 FIRE STATION #3 (CIRCLE D),45
47011-96894,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,96894,BASTROP CO ESD NO.2 FIRE STATION #4,46
47011-91377,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,91377,CALVARY BAPTIST CHURCH,136
47011-96892,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,96892,CONFERENCE ROOM,154
47011-94186,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94186,FAITH LUTHERAN CHURCH,26
47011-94184,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94184,FAMILY WORSHIP CENTER,58
47011-94179,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94179,HILLS PRAIRIE BAPTIST CHURCH,12
47011-96891,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,96891,MEDIA ROOM,176
47011-94185,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94185,NEW LIFE BAPTIST FELLOWSHIP,68
47011-94177,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94177,PAIGE COMMUNITY CENTER,21
47011-94180,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94180,RED ROCK COMMUNITY CENTER,57
47011-94171,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94171,RIVER VALLEY CHRISTIAN FELLOWSHIP,51
47011-94175,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94175,ROSANKY COMMUNITY CENTER,30
47011-94173,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94173,THE GATHERING,26
47011-94182,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BASTROP,94182,WYLDWOOD BAPTIST CHURCH,88
47011-22915,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAYLOR,22915,DEM 1 JP OFFICE,1
47011-22916,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAYLOR,22916,DEM 2 CO ATTN OFFICE,4
47011-22917,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAYLOR,22917,DEM 3 COURT RM,6
47011-17603,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAYLOR,17603,DEM 4  TAC OFFICE,1
47011-11963,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BAYLOR,11963,LIBRARY,11
47011-94659,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,94659,AMERICAN LEGION HALL,15
47011-5500,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,5500,BEE COUNTY COLISEUM,58
47011-94166,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,94166,COMMUNITY ENGAGEMENT CENTER,2
47011-95159,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,95159,COMPUTER ROOM,32
47011-97172,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,97172,FELLOWSHIP HALL,34
47011-94916,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,94916,JOHN C. FULGHAM EVENT CENTER,75
47011-94163,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,94163,NEW SHERIFF'S OFFICE -TRAINING ROOM/LOBBY,12
47011-90100,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,90100,RECEPTION HALL,15
47011-90522,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEE,90522,STUDENT CENTER,16
47011-5536,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5536,310 ST JOSEPH CATH CHURCH FELLOWSHIP HALL,10
47011-5530,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5530,A & E STORAGE,5
47011-5514,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5514,ANDERSON CHAPEL A.M.E. CHURCH,76
47011-91548,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,91548,BELL COUNTY ANNEX,298
47011-91541,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,91541,BELL COUNTY ANNEX,182
47011-5506,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5506,BELTON NAZARENE CHURCH,102
47011-5508,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5508,BELTON SENIOR CENTER,54
47011-5510,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5510,BLISS COMMUNITY CENTER,24
47011-5542,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5542,BOYS RANCH ROAD,14
47011-5547,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5547,CENTRAL FIRE STATION,32
47011-94765,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94765,CONFERENCE ROOM,43
47011-5531,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5531,CROSS CHURCH ON BIRDCREEK,77
47011-5537,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5537,FIRST BAPTIST CHURCH MOFFAT,38
47011-5538,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5538,FIRST BAPTIST CHURCH OF ROGERS,20
47011-5526,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5526,FIRST BAPTIST CHURCH OF TRIMMIER,59
47011-26935,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,26935,FIRST CHURCH OF THE NAZARENE,169
47011-5546,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5546,FOYER OF AUDITORIUM,250
47011-5523,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5523,GRACE CHRISTIAN CENTER,220
47011-5518,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5518,HARKER HEIGHTS PARKS AND RECREATION CENTER,413
47011-5532,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5532,IMMANUEL BAPTIST CHURCH,49
47011-5516,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5516,J. W. SIMS COMMUNITY CENTER,112
47011-97206,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,97206,JACKSON PROFESSIONAL LEARNING CENTER,253
47011-5522,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5522,KILLEEN SENIOR CENTER @ LIONS CLUB PARK,420
47011-5513,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5513,KUHLMANN CIVIC CENTER,27
47011-5511,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5511,LIBERTY CHRISTIAN CENTER,135
47011-94761,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94761,MPR COMMUNITY CTR,74
47011-97205,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,97205,NORTH BELTON ANNEX,39
47011-94764,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94764,NORTHSIDE CHURCH OF CHRIST,29
47011-94766,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94766,ROY J. SMITH MIDDLE SCHOOL,90
47011-5519,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5519,SALADO CHURCH OF CHRIST ACTIVITIES CENTER,110
47011-94664,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94664,SKYLINE BAPTIST CHURCH,25
47011-5525,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5525,ST PAUL CHONG HASANG CATH CHURCH,175
47011-26933,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,26933,SUGAR LOAF ELEMENTARY SCHOOL,57
47011-5534,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5534,TEMPLE COLLEGE PAVILION,64
47011-97207,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,97207,TEMPLE ISD ADMINISTRATION BUILDING,218
47011-5527,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5527,TROY COMMUNITY CENTER,31
47011-5528,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5528,VFW POST 1820,173
47011-94762,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,94762,VFW POST 3892,27
47011-5549,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5549,WEST BELL WATER SUPPLY OFFICE,109
47011-97239,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,97239,WESTERN HILLS ELEMENTARY,15
47011-5533,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BELL,5533,WILSON PARKS & RECREATION CENTER,78
47011-93783,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93783,AUDITORIUM,64
47011-93532,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93532,AUDITORIUM,126
47011-93104,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93104,AUDITORIUM,62
47011-93707,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93707,AUDITORIUM,73
47011-93568,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93568,BASEMENT,146
47011-93761,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93761,BEXAR ROOM,329
47011-92813,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92813,BLDG 3 RM 182,88
47011-93861,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93861,BOARD RM C-100D,194
47011-93669,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93669,BOARD ROOM,203
47011-95083,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95083,BOARD ROOM,136
47011-93790,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93790,BOYS GYM,140
47011-93799,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93799,BOYS GYM,80
47011-92847,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92847,BUILDING,20
47011-93681,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93681,CAFETERIA,37
47011-93591,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93591,CAFETERIA HALLWAY,98
47011-93793,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93793,CENTER,175
47011-93728,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93728,CENTER,119
47011-93787,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93787,CENTER,335
47011-93779,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93779,CENTER,473
47011-93755,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93755,CENTER,149
47011-93580,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93580,CENTER,176
47011-95082,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95082,CENTER,130
47011-93807,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93807,CENTER,243
47011-93762,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93762,CENTER,70
47011-93715,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93715,CENTER,55
47011-93784,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93784,CENTER,314
47011-93695,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93695,CENTER,291
47011-93562,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93562,CENTER,332
47011-92846,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92846,CENTER,120
47011-92849,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,92849,CENTER,93
47011-95883,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95883,CENTER,47
47011-93781,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93781,CENTER,106
47011-93809,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93809,CENTER,124
47011-93508,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93508,CENTER,216
47011-93654,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93654,CENTER,95
47011-97200,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,97200,CHAPEL,91
47011-96695,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,96695,CHURCH,82
47011-93589,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93589,CHURCH,130
47011-93748,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93748,CHURCH,77
47011-93765,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93765,CHURCH,106
47011-93717,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93717,CHURCH,178
47011-93759,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93759,CHURCH,112
47011-95099,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95099,CHURCH,80
47011-93718,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93718,CHURCH,85
47011-95984,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,95984,CLUBHOUSE,53
47011-93730,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93730,CLUBHOUSE,141
47011-94778,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,94778,COLLEGE,135
47011-97176,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,97176,COLLEGE,64
47011-93725,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93725,COMMUNITY ROOM,312
47011-93702,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93702,COUNCIL CHAMBERS,157
47011-93740,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93740,COUNCIL CHAMBERS,38
47011-93741,47011,2022 MARCH 1ST DEMOCRATIC PRIMARY,BEXAR,93741,COUNCIL CHAMBERS,96
