UNIQUE_ID,ELECTION ID,ELECTION NAME,COUNTY,POLL PLACE ID,POLLING PLACE NAME,VOTER COUNT
47010_9472,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,9472,METHODIST CHURCH,333
47010_28686,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,28686,MOULTON COMMUNITY CENTER,319
47010_9460,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,9460,PARISH HALL MORAVIA,207
47010_11985,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,11985,PUBLIC LIBRARY CULTURAL CENTER,301
47010_9458,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,9458,SENIOR CITIZENS CENTER,206
47010_23777,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,23777,SHINER BAPTIST CHURCH,325
47010_9462,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LAVACA,9462,SWEET HOME COMMUNITY CENTER,148
47010_94996,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,94996,AMERICAN LEGION HALL,294
47010_18050,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,18050,BLUE UNITED METHODIST CHURCH FELLOWSHIP HALL,232
47010_13567,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,13567,DIME BOX FIRE STATION #1,150
47010_24553,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,24553,GIDDINGS FIRE STATION TRAINING ROOM,138
47010_9475,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,9475,GIDDINGS PUBLIC LIBRARY MEETING ROOM,555
47010_88935,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,88935,LEE COUNTY SHERIFF'S OFFICE TRAINING ROOM,53
47010_9487,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,9487,LINCOLN VFD COMMUNITY CENTER,83
47010_26149,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEE,26149,SOUTH LEE COUNTY VFD,121
47010_11986,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,11986,BEHIND JP OFFICE,206
47010_9499,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9499,BUFFALO CIVIC CENTER,192
47010_9491,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9491,CENTERVIEW COMMUNITY CENTER,85
47010_96530,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,96530,CENTERVILLE MUNICIPAL BLDG,219
47010_9498,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9498,CONCORD COMMUNITY CENTER,72
47010_9500,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9500,COUNTY BARN #2,186
47010_9501,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9501,FLO COMMUNITY CENTER,177
47010_9495,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9495,HILLTOP LAKES FIRE DEPARTMENT,342
47010_9497,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9497,JEWETT CIVIC CENTER COMMUNITY ROOM,228
47010_9492,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9492,LEONA COMMUNITY CENTER,111
47010_9496,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9496,MARQUEZ COMMUNITY CENTER,176
47010_9493,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9493,MASONIC LODGE,197
47010_96837,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,96837,VICTORY BAPTIST CHURCH,22
47010_9494,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LEON,9494,VOLUNTEER FIRE DEPARTMENT,116
47010_9506,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,9506,BAND HALL,102
47010_96291,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,96291,CITY HALL,107
47010_12472,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,12472,CIVIC CENTER MAIN ENTRANCE,329
47010_9526,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,9526,FIRE STATION MAIN ENTRANCE,159
47010_94938,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,94938,GYM,88
47010_94653,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,94653,HIGHWAY TABERNACLE CHURCH,598
47010_9515,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,9515,LIBRARY,164
47010_32812,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,32812,MAIN ENTRANCE,407
47010_28266,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,28266,MAIN ENTRANCE,416
47010_26409,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,26409,PARISH HALL,356
47010_9513,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,9513,PARISH HALL,69
47010_27687,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,27687,SOUTH SIDE AND EAST SIDE ENTRANCES,270
47010_96900,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIBERTY,96900,TRINITY BAPTIST CHURCH,217
47010_9550,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9550,101 S MCKINNEY ST MEXIA,84
47010_9536,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9536,200 N. HWY 14 KOSSE,161
47010_9545,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9545,200 W STATE ST GROESBECK,151
47010_9544,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9544,205 S RAILROAD ST TEHUACANA,106
47010_9552,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9552,231 LCR 433 MEXIA,83
47010_9553,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9553,2678 FM 1953 MEXIA,60
47010_9535,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9535,301 E 8TH ST THORNTON,119
47010_22570,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,22570,310 S DALLAS ST GROESBECK,193
47010_9537,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9537,3573 FM 3371 OLD UNION,113
47010_9540,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9540,401 S HWY 14 MEXIA,24
47010_9538,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9538,517 FM 3371 GROESBECK,35
47010_9542,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9542,5337 A HWY 73 W PRAIRIE HILL,118
47010_20216,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,20216,719 S RED RIVER ST MEXIA,42
47010_9548,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9548,841 LCR 463 FOREST GLADE,98
47010_9547,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9547,BEN HUR,44
47010_25323,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,25323,BETHSEDA MISSIONARY (LAKE MEXIA AREA),14
47010_9543,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9543,COOLIDGE,91
47010_24632,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,24632,FARRAR XTO BUILDING,83
47010_9541,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9541,LAKE MEXIA VFD,64
47010_17965,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,17965,MEXIA,47
47010_9551,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIMESTONE,9551,POINT ENTERPRISE,64
47010_12605,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIPSCOMB,12605,COUNCIL ROOM,88
47010_9556,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIPSCOMB,9556,MEETING ROOM,219
47010_9558,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIPSCOMB,9558,MEETING ROOM,159
47010_9557,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIPSCOMB,9557,MEETING ROOM,108
47010_89376,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89376,ARGENTA OLD SCHOOL BLDG,117
47010_89374,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89374,D&J STORAGE,228
47010_89377,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89377,FIRST BAPTIST CHURCH FELLOWSHIP HALL,82
47010_90168,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,90168,FIRST BAPTIST CHURCH GEORGE WEST,23
47010_89398,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89398,FIRST UNITED  METHODIST CHURCH,226
47010_89379,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89379,GWISD ADMINISTRATION BLDG,97
47010_89395,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89395,LIVE OAK COUNTY CRIMINAL JUSTICE CENTER,134
47010_18511,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,18511,OAKVILLE COMMUNITY CENTER,99
47010_90166,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,90166,RAY POINT COMMUNITY CENTER,7
47010_89383,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89383,RAY POINT COMMUNITY CENTER,92
47010_89391,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89391,SIMMONS COMMUNITY CENTER,29
47010_89393,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89393,SWINNEY SWITCH VOLUNTEER FIRE DEPARTMENT,137
47010_89389,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89389,THREE RIVERS CITY HALL,78
47010_89385,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LIVE OAK,89385,WHITSETT BAPTIST CHURCH,48
47010_94199,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,94199,AG &AMP; HEALTH BUILDING - MEETING ROOM,32
47010_33257,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,33257,MEETING ROOM,503
47010_9576,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,9576,MEETING ROOM,81
47010_9579,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,9579,MEETING ROOM,277
47010_9582,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,9582,MEETING ROOM,266
47010_94302,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,94302,MEETING ROOM,135
47010_9580,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,9580,MEETING ROOM,145
47010_94304,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,94304,OFFICE,420
47010_9581,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LLANO,9581,SS ROOM,104
47010_96956,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LOVING,96956,LOVING COUNTY COURTHOUSE,5
47010_96955,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LOVING,96955,LOVING COUNTY COURTHOUSE,7
47010_96957,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LOVING,96957,LOVING COUNTY COURTHOUSE,7
47010_96954,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LOVING,96954,LOVING COUNTY COURTHOUSE,3
47010_91322,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91322,2 COMMONS ROOM,329
47010_91339,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91339,ACTIVITY ROOM,13
47010_91340,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91340,BREAKROOM,115
47010_91330,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91330,CAFE AREA,822
47010_91332,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91332,CLASSROOM,715
47010_91321,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91321,COMMUNITY ROOM,66
47010_91344,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91344,COMMUNITY ROOM,53
47010_96962,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,96962,COMMUNITY ROOM,235
47010_96965,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,96965,CONFERENCE ROOM,162
47010_91333,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91333,ENTRY HALL,467
47010_91324,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91324,ENTRY HALL,208
47010_91323,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91323,FELLOWSHIP HALL,282
47010_95351,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,95351,FOYER,183
47010_91346,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91346,GYM,128
47010_91337,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91337,GYM,470
47010_91348,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91348,GYM,199
47010_91343,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91343,GYM,283
47010_91328,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91328,GYM,70
47010_96571,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,96571,GYM,32
47010_91351,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91351,GYM AREA,271
47010_91327,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91327,HALL OF MARTYRS,445
47010_94095,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,94095,LIBRARY,215
47010_91355,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91355,LIBRARY,165
47010_91331,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91331,LODGE HALL,401
47010_96966,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,96966,MAIN HALL,119
47010_91347,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91347,MAIN ROOM,247
47010_91336,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91336,MAIN ROOM,251
47010_91341,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91341,MAIN ROOM,133
47010_91325,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91325,MALL AREA,1045
47010_91354,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91354,NEAR LIGHTING SECTION,627
47010_91353,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91353,POWERHOUSE,232
47010_91326,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91326,ROOM NO. 104,454
47010_91329,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91329,SANCTUARY,465
47010_91349,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91349,SMALL ROOM,504
47010_95355,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,95355,SOCIAL HALL,18
47010_95353,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,95353,SOCIAL HALL,34
47010_91335,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LUBBOCK,91335,SOCIAL HALL,94
47010_32172,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LYNN,32172,600 NASSAU RD,66
47010_23365,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LYNN,23365,GREEN BUILDING,69
47010_15024,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LYNN,15024,LIFE ENRICHMENT CENTER,185
47010_22864,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,LYNN,22864,NEW HOME COMMUNITY CENTER,235
47010_23823,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MADISON,23823,ELECTION DAY,1075
47010_18770,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARION,18770,FELLOWSHIP HALL,75
47010_9638,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARION,9638,KELLYVILLE SENIOR CITIZEN BUILDING,67
47010_9639,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARION,9639,MARION COUNTY ELECTION BUILDING,274
47010_94404,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARION,94404,MIMS VFD,204
47010_9641,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARION,9641,SMITHLAND VFD-COMMUNITY BLDG. ROOM,91
47010_14644,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARTIN,14644,GRADY SCHOOL OFFICE,61
47010_18526,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MARTIN,18526,MARTIN CO. COMMUNITY CENTER BLDG,327
47010_90196,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MASON,90196,1024 MCKINLEY AVE.,164
47010_90195,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MASON,90195,410 POST HILL ST.,152
47010_96652,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MASON,96652,FELLOWSHIP HALL,169
47010_96651,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MASON,96651,FELLOWSHIP HALL,126
47010_9658,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9658,BAY CITY SERVICE CENTER,47
47010_9660,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9660,BLESSING COMMUNITY CENTER,218
47010_16548,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,16548,CHURCH OF CHRIST FELLOWSHIP HALL,182
47010_94250,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,94250,GYM,127
47010_9666,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9666,MARKHAM COMMUNITY CENTER,99
47010_9661,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9661,MATAGORDA COUNTY COURTHOUSE ANNEX,221
47010_9659,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9659,MATAGORDA FIREMANS HALL,197
47010_28626,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,28626,NEW HOPE BAPTIST CHURCH,17
47010_9664,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9664,SARGENT FIRE STATION,365
47010_9663,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,9663,VAN VLECK COMMUNITY CENTER,190
47010_28627,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MATAGORDA,28627,WHARTON COUNTY JUNIOR COLLEGE,51
47010_9675,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MAVERICK,9675,CAFETERIA,25
47010_89699,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MAVERICK,89699,GYM,41
47010_9673,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MAVERICK,9673,MAIN ENTRANCE HALLWAY,51
47010_9680,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MAVERICK,9680,MEETING HALL,31
47010_91602,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MAVERICK,91602,PARISH HALL,54
47010_9692,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9692,BRADY HOUSING AUTHORITY,145
47010_32347,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,32347,BRADY VFW,255
47010_9691,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9691,LOHN COMMUNITY CENTER,62
47010_9687,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9687,MELVIN COMMUNITY CENTER,39
47010_9694,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9694,MERCURY COMMUNITY CENTER,46
47010_9693,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9693,ROCHELLE COMMUNITY CENTER,100
47010_9689,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCCULLOCH,9689,VOCA COMMUNITY CENTER,39
47010_90821,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90821,ATHLETIC MEETING ROOM,304
47010_90854,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90854,AUDITORIUM,127
47010_90858,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90858,CITY COUNCIL CHAMBER ROOM,336
47010_90845,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90845,CONFERENCE ROOM,152
47010_90839,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90839,COUNCIL CHAMBERS,907
47010_90844,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90844,DINING HALL,188
47010_90838,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90838,FAMILY ROOM/FRIENDSHIP HALL,470
47010_90842,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90842,FELLOWSHIP HALL,425
47010_90841,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90841,FELLOWSHIP HALL,253
47010_90827,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90827,FELLOWSHIP HALL,622
47010_90824,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90824,FELLOWSHIP HALL,14
47010_89655,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,89655,FELLOWSHIP HALL,1250
47010_90852,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90852,FELLOWSHIP HALL,343
47010_90851,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90851,FIRST ROOM TO THE LEFT FROM THE MAIN ENTRANCE,53
47010_90823,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90823,FOYER IN FRONT OF THE GYMNASIUM,242
47010_90836,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90836,FOYER IN FRONT OF THE GYMNASIUM,442
47010_95346,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,95346,GYM,47
47010_90829,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90829,HOME ECONOMICS ROOM 113,377
47010_90853,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90853,LIBRARY,164
47010_90825,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90825,LIBRARY,50
47010_90847,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90847,LIBRARY,201
47010_90860,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90860,MAC ROOM A 128,489
47010_90840,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90840,MAIN CIVIC CENTER ROOM,305
47010_90856,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90856,MAIN MEETING ROOM,111
47010_90857,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90857,MAIN MEETING ROOM,764
47010_90849,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90849,MAIN ROOM,672
47010_90830,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90830,MEETING ROOM,53
47010_90855,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90855,MEETING ROOM,331
47010_90832,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90832,MULTI PURPOSE ROOM,596
47010_94922,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,94922,PERFORMING ARTS CENTER,82
47010_90828,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90828,SCHOOL BOARD MEETING ROOM,894
47010_90822,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90822,SENIOR ROOM,238
47010_90837,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90837,TRAINING ROOM A,118
47010_90846,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCLENNAN,90846,YOUTH CENTER,304
47010_97001,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCMULLEN,97001,CALLIHAM COMMUNITY BUILDING,23
47010_97000,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCMULLEN,97000,COURTHOUSE,87
47010_96999,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MCMULLEN,96999,ST. JOSEPH'S CATHOLIC CHURCH,31
47010_9775,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,9775,301 PEARSON,148
47010_26846,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,26846,400 CARTER ST,191
47010_9767,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,9767,7121 CR 271,269
47010_32888,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,32888,8406 FM 471 S,636
47010_88911,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,88911,D'HANIS,166
47010_95138,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,95138,DR. GEORGE S WOODS COMMUNITY CENTER,490
47010_89988,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MEDINA,89988,HONDO PUBLIC LIBRARY,562
47010_9781,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MENARD,9781,FELLOWSHIP HALL,181
47010_94427,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MENARD,94427,MAIN ROOM,24
47010_21765,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,21765,ABUNDANT LIFE ROOM,464
47010_24596,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,24596,ACTIVITIES ROOM,199
47010_95279,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,95279,ADULT CLASSROOM 1,127
47010_29386,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,29386,CLASSROOM,538
47010_9816,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,9816,CLASSROOM 2,905
47010_16120,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,16120,CLASSROOM 4,393
47010_19822,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,19822,COMMISSIONERS' COURTROOM,942
47010_21763,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,21763,LIFE CENTER,35
47010_9794,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,9794,LOBBY,641
47010_29408,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,29408,LOBBY,625
47010_89284,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,89284,MEETING ROOM,226
47010_32104,47010,2022 MARCH 1ST REPUBLICAN PRIMARY,MIDLAND,32104,MEETING ROOM 113,889
