county,precinct,vr,to,ssvr,Office,Candidate,votes
Angelina,12,889,559,5.1,President,Stein,2
Angelina,12,889,559,5.1,President,Write-In,4
Angelina,13,691,399,10.6,President,Clinton,139
Angelina,13,691,399,10.6,President,Trump,243
Angelina,13,691,399,10.6,President,Johnson,11
Angelina,13,691,399,10.6,President,Stein,2
Angelina,13,691,399,10.6,President,Write-In,4
Angelina,14,1809,1198,9.1,President,Clinton,319
Angelina,14,1809,1198,9.1,President,Trump,827
Angelina,14,1809,1198,9.1,President,Johnson,22
Angelina,14,1809,1198,9.1,President,Stein,6
Angelina,14,1809,1198,9.1,President,Write-In,16
Angelina,15,651,400,22.7,President,Clinton,73
Angelina,15,651,400,22.7,President,Trump,316
Angelina,15,651,400,22.7,President,Johnson,5
Angelina,15,651,400,22.7,President,Stein,0
Angelina,15,651,400,22.7,President,Write-In,3
Angelina,16,2262,1075,35.3,President,Clinton,516
Angelina,16,2262,1075,35.3,President,Trump,523
Angelina,16,2262,1075,35.3,President,Johnson,21
Angelina,16,2262,1075,35.3,President,Stein,4
Angelina,16,2262,1075,35.3,President,Write-In,5
Angelina,17,1620,997,1.6,President,Clinton,117
Angelina,17,1620,997,1.6,President,Trump,860
Angelina,17,1620,997,1.6,President,Johnson,14
Angelina,17,1620,997,1.6,President,Stein,3
Angelina,17,1620,997,1.6,President,Write-In,0
Angelina,18,694,407,8.5,President,Clinton,118
Angelina,18,694,407,8.5,President,Trump,266
Angelina,18,694,407,8.5,President,Johnson,9
Angelina,18,694,407,8.5,President,Stein,5
Angelina,18,694,407,8.5,President,Write-In,3
Angelina,19,1482,1034,3.4,President,Clinton,265
Angelina,19,1482,1034,3.4,President,Trump,703
Angelina,19,1482,1034,3.4,President,Johnson,36
Angelina,19,1482,1034,3.4,President,Stein,7
Angelina,19,1482,1034,3.4,President,Write-In,13
Angelina,20,2986,1260,16.6,President,Clinton,1056
Angelina,20,2986,1260,16.6,President,Trump,172
Angelina,20,2986,1260,16.6,President,Johnson,8
Angelina,20,2986,1260,16.6,President,Stein,4
Angelina,20,2986,1260,16.6,President,Write-In,9
Angelina,21,1204,791,6.6,President,Clinton,173
Angelina,21,1204,791,6.6,President,Trump,587
Angelina,21,1204,791,6.6,President,Johnson,18
Angelina,21,1204,791,6.6,President,Stein,3
Angelina,21,1204,791,6.6,President,Write-In,6
Angelina,22,1105,712,3.3,President,Clinton,90
Angelina,22,1105,712,3.3,President,Trump,605
Angelina,22,1105,712,3.3,President,Johnson,11
Angelina,22,1105,712,3.3,President,Stein,3
Angelina,22,1105,712,3.3,President,Write-In,2
Angelina,23,655,397,4.7,President,Clinton,48
Angelina,23,655,397,4.7,President,Trump,338
Angelina,23,655,397,4.7,President,Johnson,6
Angelina,23,655,397,4.7,President,Stein,2
Angelina,23,655,397,4.7,President,Write-In,2
Angelina,24,2692,1522,12.2,President,Clinton,264
Angelina,24,2692,1522,12.2,President,Trump,1195
Angelina,24,2692,1522,12.2,President,Johnson,39
Angelina,24,2692,1522,12.2,President,Stein,8
Angelina,24,2692,1522,12.2,President,Write-In,10
Angelina,25,2243,1359,10.5,President,Clinton,210
Angelina,25,2243,1359,10.5,President,Trump,1110
Angelina,25,2243,1359,10.5,President,Johnson,24
Angelina,25,2243,1359,10.5,President,Stein,1
Angelina,25,2243,1359,10.5,President,Write-In,7
Angelina,26,1584,1102,4.7,President,Clinton,107
Angelina,26,1584,1102,4.7,President,Trump,968
Angelina,26,1584,1102,4.7,President,Johnson,15
Angelina,26,1584,1102,4.7,President,Stein,2
Angelina,26,1584,1102,4.7,President,Write-In,4
Angelina,27,353,238,3.1,President,Clinton,20
Angelina,27,353,238,3.1,President,Trump,211
Angelina,27,353,238,3.1,President,Johnson,5
Angelina,27,353,238,3.1,President,Stein,0
Angelina,27,353,238,3.1,President,Write-In,1
Angelina,28,1102,711,14.2,President,Clinton,114
Angelina,28,1102,711,14.2,President,Trump,573
Angelina,28,1102,711,14.2,President,Johnson,13
Angelina,28,1102,711,14.2,President,Stein,1
Angelina,28,1102,711,14.2,President,Write-In,8
Angelina,29,1528,968,6.3,President,Clinton,140
Angelina,29,1528,968,6.3,President,Trump,803
Angelina,29,1528,968,6.3,President,Johnson,20
Angelina,29,1528,968,6.3,President,Stein,1
Angelina,29,1528,968,6.3,President,Write-In,3
Angelina,30,1043,626,2.7,President,Clinton,46
Angelina,30,1043,626,2.7,President,Trump,564
Angelina,30,1043,626,2.7,President,Johnson,9
Angelina,30,1043,626,2.7,President,Stein,1
Angelina,30,1043,626,2.7,President,Write-In,2
Angelina,31,454,214,22.7,President,Clinton,53
Angelina,31,454,214,22.7,President,Trump,157
Angelina,31,454,214,22.7,President,Johnson,4
Angelina,31,454,214,22.7,President,Stein,0
Angelina,31,454,214,22.7,President,Write-In,0
Angelina,32,111,77,0,President,Clinton,9
Angelina,32,111,77,0,President,Trump,66
Angelina,32,111,77,0,President,Johnson,1
Angelina,32,111,77,0,President,Stein,1
Angelina,32,111,77,0,President,Write-In,0
Angelina,33,1245,837,2.2,President,Clinton,64
Angelina,33,1245,837,2.2,President,Trump,757
Angelina,33,1245,837,2.2,President,Johnson,9
Angelina,33,1245,837,2.2,President,Stein,1
Angelina,33,1245,837,2.2,President,Write-In,4
Angelina,34,2220,1397,5.1,President,Clinton,321
Angelina,34,2220,1397,5.1,President,Trump,994
Angelina,34,2220,1397,5.1,President,Johnson,50
Angelina,34,2220,1397,5.1,President,Stein,7
Angelina,34,2220,1397,5.1,President,Write-In,15
Angelina,35,1778,1175,5.1,President,Clinton,228
Angelina,35,1778,1175,5.1,President,Trump,913
Angelina,35,1778,1175,5.1,President,Johnson,17
Angelina,35,1778,1175,5.1,President,Stein,4
Angelina,35,1778,1175,5.1,President,Write-In,7
Angelina,36,0,3,NaN,President,Clinton,1
Angelina,36,0,3,NaN,President,Trump,2
Angelina,36,0,3,NaN,President,Johnson,0
Angelina,36,0,3,NaN,President,Stein,0
Angelina,36,0,3,NaN,President,Write-In,0
Angelina,37,463,284,10.2,President,Clinton,42
Angelina,37,463,284,10.2,President,Trump,228
Angelina,37,463,284,10.2,President,Johnson,8
Angelina,37,463,284,10.2,President,Stein,2
Angelina,37,463,284,10.2,President,Write-In,1
Angelina,38,418,237,13.6,President,Clinton,34
Angelina,38,418,237,13.6,President,Trump,191
Angelina,38,418,237,13.6,President,Johnson,6
Angelina,38,418,237,13.6,President,Stein,2
Angelina,38,418,237,13.6,President,Write-In,1
Angelina,39,534,314,6.4,President,Clinton,90
Angelina,39,534,314,6.4,President,Trump,211
Angelina,39,534,314,6.4,President,Johnson,7
Angelina,39,534,314,6.4,President,Stein,2
Angelina,39,534,314,6.4,President,Write-In,2
Angelina,40,880,496,10.1,President,Clinton,158
Angelina,40,880,496,10.1,President,Trump,320
Angelina,40,880,496,10.1,President,Johnson,7
Angelina,40,880,496,10.1,President,Stein,1
Angelina,40,880,496,10.1,President,Write-In,6
Angelina,011B,1341,708,2.6,President,Clinton,108
Angelina,011B,1341,708,2.6,President,Trump,574
Angelina,011B,1341,708,2.6,President,Johnson,10
Angelina,011B,1341,708,2.6,President,Stein,2
Angelina,011B,1341,708,2.6,President,Write-In,4
Angelina,017B,473,261,1.1,President,Clinton,15
Angelina,017B,473,261,1.1,President,Trump,237
Angelina,017B,473,261,1.1,President,Johnson,4
Angelina,017B,473,261,1.1,President,Stein,1
Angelina,017B,473,261,1.1,President,Write-In,2
Aransas,1,2158,1342,12.8,President,Clinton,250
Aransas,1,2158,1342,12.8,President,Trump,1024
Aransas,1,2158,1342,12.8,President,Johnson,30
Aransas,1,2158,1342,12.8,President,Stein,4
Aransas,1,2158,1342,12.8,President,Write-In,11
Aransas,2,3788,2046,31.4,President,Clinton,599
Aransas,2,3788,2046,31.4,President,Trump,1335
Aransas,2,3788,2046,31.4,President,Johnson,57
Aransas,2,3788,2046,31.4,President,Stein,7
Aransas,2,3788,2046,31.4,President,Write-In,10
Aransas,3,4364,2993,9.4,President,Clinton,701
Aransas,3,4364,2993,9.4,President,Trump,2146
Aransas,3,4364,2993,9.4,President,Johnson,57
Aransas,3,4364,2993,9.4,President,Stein,14
Aransas,3,4364,2993,9.4,President,Write-In,27
Aransas,4,3999,2725,9,President,Clinton,592
Aransas,4,3999,2725,9,President,Trump,1986
Aransas,4,3999,2725,9,President,Johnson,64
Aransas,4,3999,2725,9,President,Stein,10
Aransas,4,3999,2725,9,President,Write-In,25
Aransas,001A,1848,881,19.2,President,Clinton,180
Aransas,001A,1848,881,19.2,President,Trump,650
Aransas,001A,1848,881,19.2,President,Johnson,14
Aransas,001A,1848,881,19.2,President,Stein,4
Aransas,001A,1848,881,19.2,President,Write-In,14
Aransas,004A,1117,774,8.5,President,Clinton,143
Aransas,004A,1117,774,8.5,President,Trump,599
Aransas,004A,1117,774,8.5,President,Johnson,16
Aransas,004A,1117,774,8.5,President,Stein,2
Aransas,004A,1117,774,8.5,President,Write-In,1
Archer,1,1399,895,3.7,President,Clinton,82
Archer,1,1399,895,3.7,President,Trump,784
Archer,1,1399,895,3.7,President,Johnson,12
Archer,1,1399,895,3.7,President,Stein,3
Archer,1,1399,895,3.7,President,Write-In,4
Archer,2,894,665,1.3,President,Clinton,57
Archer,2,894,665,1.3,President,Trump,585
Archer,2,894,665,1.3,President,Johnson,16
Archer,2,894,665,1.3,President,Stein,2
Archer,2,894,665,1.3,President,Write-In,1
Archer,3,365,275,5.5,President,Clinton,22
Archer,3,365,275,5.5,President,Trump,246
Archer,3,365,275,5.5,President,Johnson,3
Archer,3,365,275,5.5,President,Stein,0
Archer,3,365,275,5.5,President,Write-In,1
Archer,4,657,490,6.7,President,Clinton,22
Archer,4,657,490,6.7,President,Trump,458
Archer,4,657,490,6.7,President,Johnson,5
Archer,4,657,490,6.7,President,Stein,0
Archer,4,657,490,6.7,President,Write-In,1
Archer,5,157,118,1.3,President,Clinton,9
Archer,5,157,118,1.3,President,Trump,105
Archer,5,157,118,1.3,President,Johnson,3
Archer,5,157,118,1.3,President,Stein,0
Archer,5,157,118,1.3,President,Write-In,0
Archer,6,1182,755,2.1,President,Clinton,80
Archer,6,1182,755,2.1,President,Trump,637
Archer,6,1182,755,2.1,President,Johnson,19
Archer,6,1182,755,2.1,President,Stein,4
Archer,6,1182,755,2.1,President,Write-In,2
Archer,7,240,138,2.1,President,Clinton,8
Archer,7,240,138,2.1,President,Trump,126
Archer,7,240,138,2.1,President,Johnson,3
Archer,7,240,138,2.1,President,Stein,0
Archer,7,240,138,2.1,President,Write-In,0
Archer,8,334,247,2.4,President,Clinton,17
Archer,8,334,247,2.4,President,Trump,217
Archer,8,334,247,2.4,President,Johnson,8
Archer,8,334,247,2.4,President,Stein,0
Archer,8,334,247,2.4,President,Write-In,0
Archer,9,166,114,1.2,President,Clinton,11
Archer,9,166,114,1.2,President,Trump,98
Archer,9,166,114,1.2,President,Johnson,2
Archer,9,166,114,1.2,President,Stein,0
Archer,9,166,114,1.2,President,Write-In,0
Archer,10,805,560,3.1,President,Clinton,79
Archer,10,805,560,3.1,President,Trump,453
Archer,10,805,560,3.1,President,Johnson,8
Archer,10,805,560,3.1,President,Stein,1
Archer,10,805,560,3.1,President,Write-In,4
Archer,11,115,86,6.1,President,Clinton,7
Archer,11,115,86,6.1,President,Trump,76
Archer,11,115,86,6.1,President,Johnson,1
Archer,11,115,86,6.1,President,Stein,0
Archer,11,115,86,6.1,President,Write-In,0
Armstrong,101,360,231,3.3,President,Clinton,10
Armstrong,101,360,231,3.3,President,Trump,218
Armstrong,101,360,231,3.3,President,Johnson,3
Armstrong,101,360,231,3.3,President,Stein,0
Armstrong,101,360,231,3.3,President,Write-In,0
Armstrong,201,214,135,4.7,President,Clinton,10
Armstrong,201,214,135,4.7,President,Trump,118
Armstrong,201,214,135,4.7,President,Johnson,7
Armstrong,201,214,135,4.7,President,Stein,0
Armstrong,201,214,135,4.7,President,Write-In,0
Armstrong,202,79,58,1.3,President,Clinton,7
Armstrong,202,79,58,1.3,President,Trump,47
Armstrong,202,79,58,1.3,President,Johnson,1
Armstrong,202,79,58,1.3,President,Stein,2
Armstrong,202,79,58,1.3,President,Write-In,1
Armstrong,301,297,213,2.7,President,Clinton,8
Armstrong,301,297,213,2.7,President,Trump,202
Armstrong,301,297,213,2.7,President,Johnson,2
Armstrong,301,297,213,2.7,President,Stein,0
Armstrong,301,297,213,2.7,President,Write-In,1
Armstrong,303,69,40,1.4,President,Clinton,7
Armstrong,303,69,40,1.4,President,Trump,33
Armstrong,303,69,40,1.4,President,Johnson,0
Armstrong,303,69,40,1.4,President,Stein,0
Armstrong,303,69,40,1.4,President,Write-In,0
Armstrong,401,167,130,3,President,Clinton,9
Armstrong,401,167,130,3,President,Trump,117
Armstrong,401,167,130,3,President,Johnson,3
Armstrong,401,167,130,3,President,Stein,0
Armstrong,401,167,130,3,President,Write-In,1
Armstrong,402,178,132,3.9,President,Clinton,7
Armstrong,402,178,132,3.9,President,Trump,121
Armstrong,402,178,132,3.9,President,Johnson,2
Armstrong,402,178,132,3.9,President,Stein,2
Armstrong,402,178,132,3.9,President,Write-In,0
Armstrong,404,27,20,0,President,Clinton,0
Armstrong,404,27,20,0,President,Trump,19
Armstrong,404,27,20,0,President,Johnson,0
Armstrong,404,27,20,0,President,Stein,1
Armstrong,404,27,20,0,President,Write-In,0
Atascosa,1,802,485,39,President,Clinton,124
Atascosa,1,802,485,39,President,Trump,343
Atascosa,1,802,485,39,President,Johnson,11
Atascosa,1,802,485,39,President,Stein,2
Atascosa,1,802,485,39,President,Write-In,0
Atascosa,2,1340,581,63.3,President,Clinton,233
Atascosa,2,1340,581,63.3,President,Trump,320
Atascosa,2,1340,581,63.3,President,Johnson,17
Atascosa,2,1340,581,63.3,President,Stein,2
Atascosa,2,1340,581,63.3,President,Write-In,2
Atascosa,3,1656,764,50,President,Clinton,266
Atascosa,3,1656,764,50,President,Trump,454
Atascosa,3,1656,764,50,President,Johnson,25
Atascosa,3,1656,764,50,President,Stein,4
Atascosa,3,1656,764,50,President,Write-In,1
Atascosa,4,157,90,51.6,President,Clinton,29
Atascosa,4,157,90,51.6,President,Trump,60
Atascosa,4,157,90,51.6,President,Johnson,0
Atascosa,4,157,90,51.6,President,Stein,0
Atascosa,4,157,90,51.6,President,Write-In,0
Atascosa,5,1871,848,61.6,President,Clinton,380
Atascosa,5,1871,848,61.6,President,Trump,414
Atascosa,5,1871,848,61.6,President,Johnson,23
Atascosa,5,1871,848,61.6,President,Stein,7
Atascosa,5,1871,848,61.6,President,Write-In,3
Atascosa,6,89,63,15.7,President,Clinton,5
Atascosa,6,89,63,15.7,President,Trump,55
Atascosa,6,89,63,15.7,President,Johnson,1
Atascosa,6,89,63,15.7,President,Stein,0
Atascosa,6,89,63,15.7,President,Write-In,2
Atascosa,7,1699,799,61.6,President,Clinton,306
Atascosa,7,1699,799,61.6,President,Trump,461
Atascosa,7,1699,799,61.6,President,Johnson,16
Atascosa,7,1699,799,61.6,President,Stein,1
Atascosa,7,1699,799,61.6,President,Write-In,2
Atascosa,8,498,290,47.6,President,Clinton,83
Atascosa,8,498,290,47.6,President,Trump,196
Atascosa,8,498,290,47.6,President,Johnson,8
Atascosa,8,498,290,47.6,President,Stein,0
Atascosa,8,498,290,47.6,President,Write-In,0
Atascosa,9,117,83,8.5,President,Clinton,10
Atascosa,9,117,83,8.5,President,Trump,67
Atascosa,9,117,83,8.5,President,Johnson,2
Atascosa,9,117,83,8.5,President,Stein,0
Atascosa,9,117,83,8.5,President,Write-In,2
Atascosa,10,1085,574,54.2,President,Clinton,200
Atascosa,10,1085,574,54.2,President,Trump,360
Atascosa,10,1085,574,54.2,President,Johnson,10
Atascosa,10,1085,574,54.2,President,Stein,2
Atascosa,10,1085,574,54.2,President,Write-In,0
Atascosa,11,52,42,5.8,President,Clinton,6
Atascosa,11,52,42,5.8,President,Trump,36
Atascosa,11,52,42,5.8,President,Johnson,0
Atascosa,11,52,42,5.8,President,Stein,0
Atascosa,11,52,42,5.8,President,Write-In,0
Atascosa,12,1308,658,55.5,President,Clinton,220
Atascosa,12,1308,658,55.5,President,Trump,418
Atascosa,12,1308,658,55.5,President,Johnson,7
Atascosa,12,1308,658,55.5,President,Stein,5
Atascosa,12,1308,658,55.5,President,Write-In,2
Atascosa,13,2393,1293,44.2,President,Clinton,354
Atascosa,13,2393,1293,44.2,President,Trump,881
Atascosa,13,2393,1293,44.2,President,Johnson,31
Atascosa,13,2393,1293,44.2,President,Stein,6
Atascosa,13,2393,1293,44.2,President,Write-In,5
Atascosa,14,415,216,52.5,President,Clinton,56
Atascosa,14,415,216,52.5,President,Trump,153
Atascosa,14,415,216,52.5,President,Johnson,4
Atascosa,14,415,216,52.5,President,Stein,1
Atascosa,14,415,216,52.5,President,Write-In,0
Atascosa,15,2081,983,61.9,President,Clinton,421
Atascosa,15,2081,983,61.9,President,Trump,518
Atascosa,15,2081,983,61.9,President,Johnson,18
Atascosa,15,2081,983,61.9,President,Stein,7
Atascosa,15,2081,983,61.9,President,Write-In,1
Atascosa,16,233,137,48.1,President,Clinton,41
Atascosa,16,233,137,48.1,President,Trump,90
Atascosa,16,233,137,48.1,President,Johnson,2
Atascosa,16,233,137,48.1,President,Stein,1
Atascosa,16,233,137,48.1,President,Write-In,2
Atascosa,17,2204,905,81,President,Clinton,536
Atascosa,17,2204,905,81,President,Trump,337
Atascosa,17,2204,905,81,President,Johnson,16
Atascosa,17,2204,905,81,President,Stein,7
Atascosa,17,2204,905,81,President,Write-In,0
Atascosa,18,1607,834,66.5,President,Clinton,334
Atascosa,18,1607,834,66.5,President,Trump,465
Atascosa,18,1607,834,66.5,President,Johnson,14
Atascosa,18,1607,834,66.5,President,Stein,2
Atascosa,18,1607,834,66.5,President,Write-In,1
Atascosa,19,478,238,42.5,President,Clinton,70
Atascosa,19,478,238,42.5,President,Trump,152
Atascosa,19,478,238,42.5,President,Johnson,7
Atascosa,19,478,238,42.5,President,Stein,4
Atascosa,19,478,238,42.5,President,Write-In,0
Atascosa,20,3316,2196,28.3,President,Clinton,441
Atascosa,20,3316,2196,28.3,President,Trump,1668
Atascosa,20,3316,2196,28.3,President,Johnson,57
Atascosa,20,3316,2196,28.3,President,Stein,6
Atascosa,20,3316,2196,28.3,President,Write-In,4
Atascosa,21,223,153,16.6,President,Clinton,21
Atascosa,21,223,153,16.6,President,Trump,131
Atascosa,21,223,153,16.6,President,Johnson,1
Atascosa,21,223,153,16.6,President,Stein,0
Atascosa,21,223,153,16.6,President,Write-In,0
Atascosa,22,672,447,35.6,President,Clinton,94
