CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"2450071",6099,45,132,3,0,0
"2450072",6100,1365,982,57,19,6
"2450073",6101,457,1174,47,7,6
"2450074",6102,263,1582,49,10,2
"2450075",6103,381,52,16,6,1
"2450076",6104,411,82,1,3,0
"2450077",6105,713,29,5,3,0
"2450078",6106,699,423,24,10,0
"2450079",6107,456,812,27,4,0
"2450080",6108,26,128,1,1,0
"2450081",6109,446,14,2,2,0
"2450082",6110,876,492,18,4,0
"2450083",6111,122,638,27,3,4
"2450084",6112,544,22,3,1,0
"2450085",6113,717,87,6,4,1
"2450086",6114,345,404,16,3,4
"2450087",6115,557,75,10,4,1
"2450088",6116,377,217,38,6,3
"2450089",6117,173,72,4,4,1
"2450090",6118,31,29,0,0,0
"2450091",6119,47,396,12,0,5
"2450092",6120,246,518,17,1,5
"2450093",6121,297,56,10,2,0
"2450094",6122,391,1009,28,6,2
"2450095",6123,125,201,3,2,1
"2450096",6124,227,59,1,0,0
"2450097",6125,49,27,2,0,0
"2450098",6126,87,143,12,0,3
"2450099",6127,270,120,15,6,3
"2450100",6128,700,1046,41,8,7
"2450101",6129,6,13,0,0,0
"2450102",6130,1,1,0,0,0
"2450103",6131,29,125,1,1,0
"2450104",6132,13,42,2,0,0
"2470001",6133,448,66,8,1,0
"2470002",6134,415,149,12,3,0
"2470003",6135,348,126,8,3,0
"2470004",6136,423,86,14,5,0
"2470005",6137,1,3,0,0,0
"2490001",6138,168,59,2,2,0
"2490002",6139,89,200,12,0,2
"2490003",6140,159,539,9,4,0
"2490004",6141,357,270,12,4,0
"2490005",6142,114,36,4,0,0
"2490006",6143,354,141,4,1,0
"2490007",6144,618,792,19,6,0
"2490008",6145,472,1152,28,4,0
"2490009",6146,188,110,6,0,0
"2490010",6147,764,242,14,0,0
"2490011",6148,261,141,10,0,0
"2490012",6149,594,379,19,3,1
"2490013",6150,185,41,4,2,0
"2490014",6151,66,71,0,0,0
"2490015",6152,440,331,23,3,1
"2490016",6153,293,91,4,7,0
"2490017",6154,506,331,20,1,0
"2490018",6155,138,68,1,0,0
"2490019",6156,51,126,2,1,0
"2490020",6157,286,47,1,0,0
"2490022",6158,585,244,13,2,1
"2510001",6159,19,112,3,0,0
"2510002",6160,265,1231,37,5,1
"2510003",6161,247,993,38,11,9
"2510004",6162,466,1741,97,19,20
"2510005",6163,290,1292,56,11,11
"2510006",6164,32,263,8,1,1
"2510007",6165,303,1320,47,10,13
"2510008",6166,369,849,46,12,11
"2510009",6167,95,553,12,0,1
"2510010",6168,262,875,42,10,4
"2510011",6169,403,1973,70,24,16
"2510012a",6170,305,1431,50,4,9
"2510012b",6171,107,490,23,4,4
"2510013",6172,256,1070,33,7,7
"2510014",6173,20,243,10,1,0
"2510015",6174,137,839,21,6,4
"2510016",6175,63,277,12,0,2
"2510017",6176,430,1331,26,14,10
"2510018",6177,520,1712,53,8,10
"2510019",6178,483,2051,87,8,19
"2510020",6179,272,437,19,4,2
"2510021",6180,145,780,20,5,1
"2510022",6181,559,1391,78,19,8
"2510023",6182,197,1193,28,4,5
"2510024",6183,307,1203,38,3,1
"2510025",6184,173,603,24,6,4
"2510026",6185,112,757,12,3,3
"2510027",6186,187,1197,29,4,5
"2510028",6187,200,943,27,1,6
"2510029",6188,99,606,17,4,3
"2510030",6189,135,780,20,2,1
"2510031",6190,98,613,9,1,0
"2510032",6191,337,1437,48,11,9
"2510033",6192,243,1243,46,9,8
"2510034",6193,240,1027,35,19,16
"2510035",6194,406,2086,63,11,12
"2510036",6195,199,299,10,6,1
"2510037",6196,181,754,31,5,8
"2510038",6197,87,393,12,2,1
"2510039",6198,261,1032,42,14,12
"2510040",6199,364,1368,75,17,22
"2510041",6200,481,2122,88,10,20
"2510042",6201,336,770,37,5,3
"2510043",6202,297,702,26,4,4
"2530001",6203,255,915,37,0,10
"2530002",6204,293,1171,53,7,10
"2530003",6205,168,1481,32,2,12
"2530004",6206,220,1252,40,12,19
"2550001",6207,262,413,11,1,2
"2550002",6208,11,103,0,0,0
"2550003",6209,3,101,2,0,0
"2550004",6210,182,405,13,4,1
"2550005",6211,137,250,8,2,0
"2550006",6212,7,179,0,0,0
"2550007",6213,42,403,8,1,2
"2550008",6214,22,105,0,0,0
"2550009",6215,24,102,1,0,0
"2550010",6216,21,165,1,0,0
"2550011",6217,90,300,12,0,1
"2550012",6218,73,213,4,1,0
"2550013",6219,5,18,0,0,0
"2550014",6220,248,181,6,3,0
"2550015",6221,18,27,4,0,0
"2570001",6222,487,1059,45,11,14
"2570002",6223,131,587,12,3,6
"2570003",6224,324,1032,38,6,8
"2570004",6225,245,928,21,8,6
"2570005",6226,738,311,7,6,2
"2570006",6227,207,964,20,6,5
"2570007",6228,400,724,38,7,12
"2570008",6229,368,661,17,8,2
"2570009",6230,217,779,19,5,8
"2570010",6231,198,1247,19,4,1
"2570011",6232,272,992,46,5,15
"2570012",6233,142,921,18,0,4
"2570013",6234,492,877,53,8,10
"2570014",6235,274,667,38,9,8
"2570015",6236,228,1337,33,1,4
"2570016",6237,202,1454,27,4,10
"2570017",6238,140,1027,14,5,5
"2570018",6239,226,1121,31,8,4
"2570019",6240,415,1074,35,12,8
"2570020",6241,161,612,19,11,1
"2570021",6242,221,1129,36,3,5
"2570022",6243,93,646,26,0,1
"2570023",6244,193,533,19,3,1
"2570024",6245,205,597,18,1,0
"2570025",6246,172,342,11,2,1
"2570026",6247,547,177,21,5,3
"2570027",6248,352,1121,45,6,18
"2570028",6249,169,762,15,8,2
"2570029",6250,371,489,28,5,11
"2570030",6251,206,833,20,5,1
"2570031",6252,134,420,18,3,8
"2570032",6253,287,950,31,3,3
"2570033",6254,81,146,9,2,2
"2570034",6255,299,1129,27,5,5
"2570035",6256,544,979,52,9,11
"2570036",6257,218,549,29,6,6
"2570037",6258,319,411,28,4,9
"2591010",6259,361,1160,66,11,23
"2591030",6260,28,113,7,1,4
"2591050",6261,275,1182,44,7,33
"2591110",6262,245,1069,36,5,25
"2592020",6263,198,1093,24,6,20
"2592060",6264,190,849,34,4,21
"2592080",6265,201,838,41,5,23
"2592120",6266,202,956,30,4,19
"2593010",6267,226,1008,36,6,16
"2593030",6268,220,1261,24,4,21
"2593040",6269,119,502,24,6,8
"2593050",6270,273,1116,49,9,17
"2593060",6271,73,426,13,3,5
"2594050",6272,360,1246,24,4,16
"2594070",6273,192,855,32,3,14
"2594090",6274,157,644,23,4,9
"2594100",6275,323,1382,48,5,24
"2610001",6276,23,19,1,0,0
"2610002",6277,30,25,1,0,0
"2610003",6278,22,9,0,0,0
"2610004",6279,4,20,0,0,0
"2610005",6280,9,3,0,0,0
"2610006",6281,11,8,1,0,0
"2630101",6282,20,112,9,0,0
"2630201",6283,6,23,1,0,0
"2630202",6284,6,64,1,0,1
"2630301",6285,11,69,2,0,0
"2630302",6286,2,21,0,0,0
"2630401",6287,14,71,1,0,0
"2650101",6288,351,1462,42,11,6
"2650107",6289,119,563,18,5,3
"2650109",6290,173,848,22,3,7
"2650113",6291,216,729,37,7,6
"2650118",6292,76,202,7,0,2
"2650119",6293,356,1004,61,8,7
"2650202",6294,202,1058,38,4,9
"2650211",6295,120,387,24,5,4
"2650215",6296,326,1567,55,13,8
"2650220",6297,330,1440,52,10,6
"2650303",6298,187,748,23,3,3
"2650308",6299,126,423,9,5,4
"2650312",6300,531,1386,61,14,14
"2650314",6301,451,771,55,12,4
"2650404",6302,61,554,8,2,2
"2650405",6303,269,959,33,2,5
"2650406",6304,345,1570,41,6,9
"2650410",6305,14,179,1,0,4
"2650416",6306,208,891,27,4,3
"2650417",6307,220,986,43,2,10
"2670001",6308,50,433,7,0,6
"2670002",6309,31,207,4,0,0
"2670003",6310,19,151,3,1,0
"2670004",6311,36,199,4,0,1
"2670006",6312,14,188,6,1,0
"2670007",6313,17,227,3,3,0
"2670009",6314,39,292,10,0,0
"2690001",6315,0,44,2,0,0
"2690002",6316,2,27,1,0,0
"2690003",6317,1,41,0,0,0
"2690004",6318,2,37,2,0,0
"2710001",6319,89,244,7,0,3
"2710002",6320,138,203,7,1,0
"2710003",6321,141,145,4,2,0
"2710004",6322,90,344,7,3,2
"2730011",6323,219,148,10,4,7
"2730012",6324,414,647,44,10,21
"2730013",6325,207,115,6,0,0
"2730014",6326,383,354,22,4,11
"2730021",6327,321,465,32,9,13
"2730022",6328,204,179,15,6,5
"2730023",6329,102,104,7,1,3
"2730024",6330,337,299,26,11,8
"2730031",6331,432,425,42,7,12
"2730032",6332,161,145,6,1,3
"2730033",6333,78,87,3,1,2
"2730034",6334,205,406,13,6,1
"2730035",6335,264,324,13,7,3
"2730041",6336,346,207,33,7,3
"2730042",6337,354,146,10,4,2
"2730043",6338,543,182,20,8,2
"2730044",6339,143,131,12,6,2
"2750101",6340,68,327,5,0,2
"2750201",6341,16,135,3,2,0
"2750202",6342,32,135,4,1,2
"2750301",6343,55,220,7,0,3
"2750302",6344,2,34,0,0,1
"2750401",6345,74,227,9,2,1
"277001c",6346,22,183,8,0,2
"277001e",6347,70,406,8,2,4
"277001f",6348,95,736,4,2,0
"277001h",6349,27,307,2,1,4
"277001i",6350,20,228,1,1,4
"277002d",6351,83,301,8,1,6
"277002e",6352,37,305,3,0,6
"277002f",6353,13,114,4,0,0
"277002g",6354,77,299,2,2,1
"277003d",6355,51,445,6,0,2
"277003e",6356,60,748,6,3,4
"277003f",6357,26,297,5,1,3
"277003g",6358,39,335,10,1,2
"277003i",6359,83,747,12,4,7
"277004b",6360,136,897,25,0,6
"277004d",6361,62,859,18,5,5
"277004e",6362,74,577,5,5,5
"277004f",6363,164,952,30,4,15
"277004ga",6364,69,539,13,0,9
"277004gb",6365,9,63,1,0,1
"2771a3b",6366,544,1811,59,11,23
"2771a5a",6367,116,217,7,1,3
"2772a1a",6368,341,174,12,2,1
"2772c3a",6369,711,907,39,10,11
"2773c7g",6370,354,934,27,8,15
"2773h3c",6371,131,333,9,2,5
"2774a6e",6372,169,847,19,4,13
"2790001",6373,110,382,7,0,16
"2790002",6374,126,196,17,1,1
"2790003",6375,60,318,3,0,4
"2790004",6376,2,40,0,0,0
"2790005",6377,35,114,3,0,2
"2790006",6378,53,136,7,0,1
"2790008",6379,180,857,27,2,28
"2790009",6380,97,346,3,1,12
"2790010",6381,49,192,6,1,2
"2790011",6382,49,353,12,2,8
"2790012",6383,9,106,2,1,2
"2810001",6384,270,807,40,4,6
"2810002",6385,361,1668,59,13,10
"2810003",6386,203,662,39,8,6
"2810004",6387,113,618,25,6,2
"2810005",6388,33,317,4,2,1
"2810006",6389,38,274,5,0,2
"2810007",6390,63,380,17,1,1
"2810008",6391,217,841,33,5,5
"2810009",6392,185,818,31,8,4
"2830001",6393,265,293,21,4,3
"2830002",6394,136,96,6,1,1
"2830003",6395,320,162,10,3,0
"2830004",6396,5,53,0,1,0
"2830005",6397,265,159,4,0,0
"2830006",6398,138,108,2,1,0
"2850101",6399,113,773,9,2,3
"2850102",6400,168,778,4,1,1
"2850119",6401,43,416,11,2,0
"2850208",6402,43,445,3,1,3
"2850223",6403,115,709,22,1,0
"2850231",6404,130,884,12,0,6
"2850309",6405,130,703,12,1,2
"2850311",6406,60,394,2,1,1
"2850329",6407,131,764,16,1,3
"2850416",6408,52,506,4,1,0
"2850430",6409,185,975,17,1,5
"2870101",6410,252,696,18,4,4
"2870102",6411,75,84,2,1,1
"2870103",6412,17,149,4,0,0
"2870201",6413,26,377,7,4,3
"2870202",6414,189,927,22,2,6
"2870203",6415,34,223,3,0,3
"2870301",6416,9,92,4,0,0
"2870302",6417,155,582,18,4,1
"2870303",6418,32,113,4,0,1
"2870304",6419,164,597,22,9,5
"2870401",6420,122,304,4,0,5
"2870402",6421,39,49,1,0,1
"2870403",6422,41,155,1,0,0
"2870404",6423,136,273,5,3,0
"2870405",6424,81,376,11,1,5
"2890001",6425,146,940,11,2,10
"2890002",6426,30,226,4,0,0
"2890003",6427,44,339,4,0,3
"2890004",6428,79,480,7,1,0
"2890005",6429,43,335,4,2,0
"2890006",6430,72,690,13,0,2
"2890007",6431,29,349,4,2,0
"2890008",6432,94,599,7,1,4
"2890009",6433,13,272,3,0,0
"2890010",6434,52,617,5,1,9
"2890011",6435,82,485,14,2,1
"2890012",6436,136,376,9,1,0
"2890013",6437,62,520,9,1,3
"2890014",6438,27,163,0,0,0
"2910001",6439,113,546,7,5,0
"2910002",6440,68,603,4,4,2
"2910003",6441,155,1471,13,5,2
"2910004",6442,68,272,10,1,1
"2910006",6443,52,518,9,0,4
"2910007",6444,193,477,5,4,0
"2910008",6445,169,1394,13,3,3
"2910009",6446,144,1451,28,0,6
"2910010",6447,405,1591,41,7,3
"2910011",6448,205,248,2,0,0
"2910013",6449,46,495,7,1,3
"2910018",6450,469,178,3,1,0
"2910019",6451,578,1743,47,5,10
"2910020",6452,718,901,23,12,8
"2910021",6453,190,1610,34,4,9
"2910022",6454,399,1210,24,5,5
"2910023",6455,38,205,3,1,1
"2910024",6456,205,1249,29,9,1
"2910025",6457,58,555,12,2,2
"2910026",6458,191,950,23,7,0
"2910030",6459,259,620,10,4,1
"2910031",6460,139,605,17,5,3
"2930101",6461,243,823,15,4,8
"2930102",6462,35,356,5,1,2
"2930103",6463,58,359,4,4,2
"2930104",6464,62,394,5,3,1
"2930201",6465,120,188,9,1,1
"2930202",6466,247,110,3,4,1
"2930203",6467,43,25,0,0,0
"2930204",6468,51,255,4,2,0
"2930205",6469,97,164,11,1,2
"2930206",6470,32,205,6,1,4
"2930301",6471,165,564,14,1,7
"2930302",6472,71,253,7,1,2
"2930303",6473,10,108,2,0,0
"2930304",6474,66,381,8,2,1
"2930305",6475,55,190,4,0,0
"2930401",6476,305,429,18,2,6
"2930402",6477,29,274,3,0,2
"2930403",6478,20,183,3,0,1
"2930404",6479,29,240,7,0,4
"2930405",6480,27,177,0,0,4
"2930406",6481,13,118,0,0,0
"2950106",6482,18,179,1,0,1
"2950202",6483,6,90,0,0,0
"2950207a",6484,22,230,6,1,3
"2950207b",6485,0,1,0,0,0
"2950303",6486,26,265,4,0,1
"2950308",6487,11,119,4,0,1
"2950404",6488,43,209,8,0,3
"2950409",6489,9,66,2,2,1
"2970001",6490,35,251,1,0,1
"2970002",6491,93,508,9,4,5
"2970003",6492,188,355,12,3,3
"2970004",6493,71,354,6,2,0
"2970005",6494,23,205,1,0,1
"2970006",6495,23,138,1,1,1
"2970007",6496,5,16,0,0,0
"2970008",6497,6,81,0,0,0
"2970009",6498,148,469,13,0,2
"2970010",6499,28,182,6,0,1
"2970011",6500,4,54,0,1,0
"2970012",6501,7,81,1,0,1
"2970013",6502,19,298,8,1,0
"2970014",6503,92,472,7,1,3
"2990101",6504,23,139,3,0,0
"2990102",6505,67,309,7,0,2
"2990108",6506,150,515,16,1,5
"2990109",6507,382,1815,43,6,11
"2990203",6508,241,1227,27,11,7
"2990204",6509,124,464,6,4,3
"2990205",6510,97,355,12,0,0
"2990307",6511,350,1422,35,24,12
"2990410",6512,391,2053,56,19,13
"3010001",6513,1,13,0,2,0
"3010002",6514,0,12,0,0,0
"3010003",6515,1,21,1,0,0
"3010004",6516,2,11,0,0,0
"3030001",6517,734,597,58,21,6
"3030002",6518,427,447,31,7,1
"3030003",6519,762,316,59,19,5
"3030004",6520,333,88,11,4,0
"3030005",6521,241,105,18,7,0
"3030006",6522,590,53,12,4,0
"3030007",6523,431,1295,70,10,13
"3030008",6524,397,498,81,8,3
"3030009",6525,530,1057,72,8,18
"3030010",6526,252,179,42,12,6
"3030011",6527,50,52,2,0,0
"3030012",6528,297,871,50,5,30
"3030013",6529,155,293,24,9,5
"3030014",6530,314,533,62,8,4
"3030015",6531,793,858,119,15,13
"3030017",6532,714,605,77,29,10
"3030019",6533,328,126,8,5,0
"3030020",6534,496,33,14,8,1
"3030021",6535,359,578,42,15,7
"3030022",6536,449,1014,75,15,16
"3030023",6537,275,510,50,2,4
"3030024",6538,408,491,53,12,10
"3030025",6539,213,176,22,2,1
"3030026",6540,581,401,23,9,3
"3030027",6541,652,882,114,18,18
"3030028",6542,334,844,56,14,19
"3030029",6543,642,605,49,19,4
"3030030",6544,393,891,46,7,8
"3030031",6545,155,735,21,2,7
"3030032",6546,81,316,20,1,4
"3030033",6547,235,1363,59,2,10
"3030034",6548,62,249,5,0,3
"3030035",6549,97,466,13,4,1
"3030036",6550,320,853,33,5,5
"3030037",6551,62,327,11,1,2
"3030038",6552,286,376,20,2,3
"3030039",6553,161,900,35,7,4
"3030040",6554,339,33,8,1,0
"3030041",6555,274,1140,35,4,5
"3030043",6556,43,326,8,1,0
"3030044",6557,142,567,8,5,2
"3030045",6558,48,207,5,1,1
"3030046",6559,204,1428,40,7,8
"3030047",6560,435,947,83,14,14
"3030049",6561,274,365,49,7,5
"3030050",6562,290,347,53,3,7
"3030051",6563,48,66,5,3,0
"3030052",6564,226,793,56,3,9
"3030053",6565,499,933,95,19,13
"3030054",6566,423,1752,63,9,13
"3030056",6567,79,385,15,3,2
"3030057",6568,207,534,28,6,6
"3030058",6569,210,602,41,6,7
"3030059",6570,483,898,90,14,19
"3030060",6571,177,654,22,1,9
"3030062",6572,333,1136,67,14,15
"3030063",6573,25,40,3,0,0
"3030065",6574,131,334,10,1,4
"3030066",6575,326,1387,43,5,14
"3030067",6576,363,872,46,9,10
"3030072",6577,463,1122,85,9,16
"3030075",6578,153,678,24,5,12
"3030076",6579,249,725,40,4,9
"3030078",6580,296,1409,60,9,7
"3030092",6581,50,164,6,0,0
"3030102",6582,20,207,7,0,1
"3030103",6583,34,240,5,0,2
"3030104",6584,65,438,16,0,1
"3030108",6585,87,320,20,1,1
"3030109",6586,228,1162,47,6,8
"3030110",6587,370,1840,56,7,31
"3030111",6588,111,647,23,2,2
"3030112",6589,143,480,28,4,5
"3030113",6590,376,549,47,8,17
"3030114",6591,238,156,13,4,1
"3030118",6592,298,668,49,9,14
"3030119",6593,550,888,80,12,9
"3030120",6594,284,1590,68,7,16
"3030121",6595,206,1348,51,5,8
"3030122",6596,292,727,43,7,12
"3030123",6597,271,891,46,7,9
"3030124",6598,249,981,56,1,6
"3030125",6599,320,1124,56,5,14
"3030126",6600,226,553,33,6,15
"3030127",6601,399,1277,49,9,21
"3030128",6602,216,1105,49,4,9
"3030129",6603,449,1587,97,7,21
"3030135",6604,31,185,10,1,11
"3030138",6605,27,228,7,1,1
"3030139",6606,153,749,32,3,9
"3030140",6607,216,1057,44,3,14
"3030141",6608,455,1134,67,8,26
"3030142",6609,15,43,1,2,0
"3030151",6610,88,504,11,3,4
"3030152",6611,243,381,24,6,9
"3030153",6612,466,79,14,3,1
"3030154",6613,361,1392,82,11,26
"3030155",6614,121,1153,35,1,12
"3030178",6615,16,141,6,1,2
"3050001",6616,113,233,9,2,1
"3050002",6617,46,241,4,1,2
"3050003",6618,76,213,4,2,3
"3050004",6619,41,400,13,0,5
"3050005",6620,4,25,0,0,0
"3050006",6621,57,195,9,1,0
"3050009",6622,9,28,0,0,0
"3050012",6623,57,211,2,1,2
"3070101",6624,112,684,14,3,0
"3070102",6625,15,95,0,0,0
"3070201",6626,126,350,12,3,3
"3070202",6627,17,98,2,0,1
"3070301",6628,100,531,16,1,3
"3070302",6629,14,160,1,0,1
"3070401",6630,69,343,5,1,0
"3070402",6631,17,199,1,0,1
"3070403",6632,12,92,0,1,0
"3090001",6633,89,56,16,4,2
"3090002",6634,139,43,11,2,3
"3090003",6635,681,421,102,28,59
"3090004",6636,42,28,4,4,1
"3090005",6637,270,75,6,3,2
"3090006",6638,223,65,6,2,0
"3090007",6639,437,224,34,10,14
"3090008",6640,322,234,26,3,15
"3090009",6641,263,94,19,5,10
"3090010",6642,726,86,13,4,3
"3090011",6643,424,922,49,6,19
"3090012",6644,1426,80,13,7,4
"3090013",6645,29,32,5,2,0
"3090014",6646,602,74,10,2,2
"3090015",6647,44,102,3,0,1
"3090016",6648,408,993,55,9,11
"3090017",6649,227,258,15,2,0
"3090018",6650,151,104,38,2,12
"3090019",6651,562,1334,70,5,20
"3090020",6652,156,49,8,2,0
"3090021",6653,166,106,20,7,6
"3090022",6654,131,70,10,0,1
"3090023",6655,572,1655,68,7,43
"3090024",6656,148,311,7,2,0
"3090025",6657,453,248,16,8,4
"3090026",6658,148,75,4,5,1
"3090027",6659,328,84,10,9,1
"3090028",6660,299,345,30,2,14
"3090029",6661,212,187,21,4,2
"3090030",6662,463,533,41,8,18
"3090031",6663,560,645,38,13,16
"3090032",6664,193,395,17,4,11
"3090033",6665,348,665,40,8,14
"3090034",6666,302,566,34,4,11
"3090035",6667,296,166,16,4,3
"3090036",6668,212,436,31,4,11
"3090037",6669,263,235,21,4,7
"3090038",6670,189,139,11,5,6
"3090039",6671,269,79,10,4,1
"3090040",6672,486,702,52,9,15
"3090041",6673,366,506,36,4,12
"3090042",6674,341,159,13,6,3
"3090043",6675,112,104,5,0,4
"3090044",6676,427,1283,66,13,17
"3090045",6677,149,120,10,3,2
"3090046",6678,71,47,3,3,0
"3090047",6679,123,78,20,3,9
"3090048",6680,130,63,6,0,1
"3090049",6681,103,112,12,1,8
"3090050",6682,392,266,21,8,7
"3090051",6683,910,1703,115,16,34
"3090052",6684,202,416,23,2,7
"3090053a",6685,85,138,23,5,2
"3090053b",6686,0,0,0,0,0
"3090054",6687,325,891,46,13,13
"3090055",6688,466,1373,63,7,25
"3090056",6689,266,142,10,8,2
"3090057",6690,245,247,18,6,1
"3090058",6691,619,847,47,9,9
"3090059",6692,500,1775,52,10,18
"3090060",6693,501,1139,63,13,11
"3090061",6694,601,1389,57,10,22
"3090062",6695,523,1074,64,10,28
"3090063",6696,580,1827,67,7,38
"3090064",6697,131,421,20,0,3
"3090065",6698,108,532,5,1,2
"3090066",6699,124,656,14,1,1
"3090067",6700,288,1288,31,11,1
"3090068",6701,125,577,13,3,1
"3090069",6702,128,816,24,4,6
"3090070",6703,25,210,3,0,0
"3090071",6704,104,267,9,3,1
"3090072",6705,121,441,14,1,5
"3090073",6706,92,530,15,3,3
"3090074",6707,68,401,11,3,0
"3090075",6708,354,1649,71,4,17
"3090076",6709,227,1018,41,6,6
"3090077",6710,135,736,19,5,7
"3090078",6711,512,1587,49,11,17
"3090079",6712,232,504,33,4,1
"3090080a",6713,148,1283,31,1,6
"3090080b",6714,0,0,0,0,0
"3090081",6715,351,2029,68,9,24
"3090082",6716,295,1410,38,7,9
"3090083",6717,74,276,6,0,3
"3090084",6718,345,985,21,3,6
"3090085",6719,225,177,18,4,1
"3090086",6720,611,369,18,8,1
"3090087",6721,404,308,23,4,2
"3090088",6722,101,125,10,2,0
"3090089",6723,21,6,1,0,0
"3090090",6724,94,144,5,0,0
"3090091",6725,324,900,41,5,28
"3110001",6726,7,80,0,0,2
"3110002",6727,7,126,1,0,0
"3110003",6728,10,117,1,1,0
"3110004",6729,16,131,0,0,0
"3130101",6730,207,742,8,3,1
"3130202",6731,225,913,9,0,1
"3130303",6732,342,603,8,1,0
"3130404",6733,107,1093,20,4,2
"3150001",6734,110,238,3,3,2
"3150002",6735,119,541,15,2,3
"3150003",6736,72,310,11,1,0
"3150004",6737,72,176,5,3,0
"3150005",6738,99,368,5,0,0
"3150006",6739,189,364,7,0,0
"3150007",6740,247,206,6,0,0
"3150008",6741,124,410,13,1,1
"3150009",6742,56,210,5,1,0
"3150010",6743,77,160,1,2,0
"3170001",6744,68,321,6,0,3
"3170002",6745,97,248,4,1,0
"3170003",6746,44,360,12,0,2
"3170004",6747,43,324,9,4,0
"317003a",6748,7,78,0,0,0
"317004a",6749,7,124,0,0,0
"3190101",6750,78,434,9,2,0
"3190210",6751,95,400,12,0,0
"3190302",6752,95,417,10,2,2
"3190405",6753,86,405,6,3,1
"3210002",6754,79,390,13,2,0
"3210004",6755,128,655,14,1,1
"3210005",6756,290,875,14,2,0
"3210006",6757,155,594,9,2,0
"3210007",6758,18,97,1,0,0
"3210008",6759,92,412,4,1,2
"3210009",6760,58,66,1,2,0
"3210010",6761,29,215,5,1,0
"3210012",6762,32,136,3,0,2
"3210013",6763,112,143,7,1,1
"321001a",6764,359,1310,39,10,0
"321001b",6765,508,1335,45,7,0
"321001c",6766,419,132,2,2,0
"321001d",6767,269,303,13,2,1
"321001e",6768,353,436,24,2,0
"321001f",6769,142,241,9,7,0
"321003a",6770,361,635,27,10,0
"321003b",6771,96,391,9,1,0
"323001a",6772,595,162,13,3,0
"323001b",6773,588,223,19,5,0
"323001c",6774,1246,272,36,15,0
"323001d",6775,389,81,8,2,0
"323002a",6776,310,71,7,2,0
"323002b",6777,778,189,21,7,0
"323002c",6778,716,139,31,16,0
"323002d",6779,56,36,0,1,0
"323002e",6780,156,43,3,2,0
"323003a",6781,1204,364,29,12,0
"323003b",6782,1424,400,38,11,0
"323003c",6783,169,156,6,2,0
"323004a",6784,679,102,13,5,0
"323004b",6785,1006,381,24,12,0
"323004c",6786,189,49,4,1,0
"323004d",6787,892,148,14,13,0
"325001b",6788,226,1436,41,7,1
"325001c",6789,622,1654,60,20,1
"325001d",6790,186,547,23,5,1
"325002a",6791,94,243,12,4,0
"325002b",6792,405,1429,52,16,1
"325002c",6793,520,1550,53,14,3
"325003a",6794,162,592,12,2,0
"325003b",6795,64,272,6,1,2
"325003c",6796,359,720,27,4,5
"325003d",6797,853,968,34,15,1
"325003e",6798,11,89,1,0,0
"325004a",6799,220,736,15,4,0
"325004b",6800,468,1255,33,11,0
"325004c",6801,444,594,34,3,3
"3270001",6802,50,129,2,0,0
"3270002",6803,33,164,11,1,0
"3270003",6804,39,165,4,0,1
"3270004a",6805,24,109,8,0,1
"3270004b",6806,0,3,0,0,0
"3270005",6807,2,48,0,0,0
"3270006",6808,6,64,0,0,0
"3290101",6809,56,321,9,1,0
"3290102",6810,183,650,39,5,0
"3290103",6811,492,1925,114,12,0
"3290104",6812,169,238,13,3,0
"3290105",6813,261,575,24,8,0
"3290106",6814,499,1348,85,15,0
"3290107",6815,308,1440,79,7,0
"3290108a",6816,11,56,1,1,0
"3290108b",6817,0,0,0,0,0
"3290108c",6818,0,0,0,0,0
"3290109",6819,147,211,28,2,0
"3290110",6820,207,1695,53,3,0
"3290201",6821,248,1149,29,6,0
"3290202",6822,125,1125,29,4,0
"3290203",6823,81,353,10,5,0
"3290204",6824,273,1879,69,6,0
"3290205",6825,180,863,50,3,0
"3290206",6826,134,1108,59,2,0
"3290207",6827,338,1446,67,7,0
"3290208",6828,143,329,32,3,0
"3290210",6829,191,745,48,7,0
"3290211",6830,141,617,28,1,0
"3290302",6831,431,1151,38,2,0
"3290303",6832,59,68,5,0,0
"3290304",6833,363,200,12,4,0
"3290305",6834,326,151,13,2,0
"3290306",6835,1010,466,59,15,0
"3290307",6836,177,463,23,3,0
"3290308",6837,761,414,50,11,0
"3290309",6838,57,105,6,2,0
"3290310",6839,84,119,6,1,0
"3290401",6840,64,548,6,1,0
"3290402",6841,109,611,28,1,0
"3290403",6842,273,1834,91,6,0
"3290404",6843,272,1450,44,4,0
"3290405",6844,267,1348,53,7,0
"3290406",6845,197,984,21,3,0
"3290407",6846,342,1320,81,6,0
"3290408",6847,156,1414,54,4,0
"3290409",6848,223,1283,63,8,0
"3290410",6849,71,696,21,2,0
"3290411",6850,187,1823,49,4,0
"329101a",6851,1,2,0,0,0
"329108a",6852,35,201,7,0,0
"329109a",6853,0,0,0,0,0
"329202a",6854,178,1713,38,10,0
"329307a",6855,195,518,33,6,0
"329309a",6856,0,18,0,0,0
"3310101",6857,281,1068,27,9,4
"3310105",6858,101,537,13,3,2
"3310203",6859,51,194,3,2,0
"3310207",6860,111,193,1,1,1
"3310210",6861,68,248,9,1,2
"3310212",6862,344,633,15,6,3
