"COUNTY","POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"ANGELINA","5389","HARMONY HILL BAPTIST CHURCH","24"
"ANGELINA","17402","HUNTINGTON CIVIC CENTER","29"
"ANGELINA","96587","LA CASA DE ALFARERO / REDLAND BAPTIST CHURCH","17"
"ANGELINA","30066","LIFE GATE CHURCH GT (GLAD TIDINGS)","11"
"ANGELINA","94114","LIFE POINT CHURCH","7"
"ANGELINA","30068","LUFKIN RESTORATION CENTER","12"
"ANGELINA","30073","LUFKIN SHRINE CLUB","13"
"ANGELINA","5379","O'QUINN BAPTIST CHURCH","22"
"ANGELINA","95186","OAK FLAT MISSIONARY BAPTIST CHURCH","8"
"ANGELINA","5353","POLLOK BAPTIST CHURCH","12"
"ANGELINA","5383","SALEM BAPTIST CHURCH","7"
"ANGELINA","30075","SOUTHSIDE BAPTIST CHURCH","19"
"ANGELINA","5366","ST PAUL'S METHODIST CHURCH","32"
"ANGELINA","96586","ST. PATRICK CATHOLIC CHURCH","24"
"ANGELINA","5375","WOODLAWN  BAPTIST CHURCH","16"
"ANGELINA","95185","ZAVALLA FIRST BAPTIST CHURCH FAMILY LIFE CENTER","21"
"ARANSAS","5391","INSIDE","41"
"ARANSAS","89622","INSIDE","73"
"ARANSAS","90180","INSIDE BACK ENTRANCE","99"
"ARANSAS","91384","LOBBY","36"
"ARCHER","94193","ARCHER COUNTY ACTIVITY BUILDING","11"
"ARCHER","94196","HOLLIDAY COMMUNITY CENTER","12"
"ARCHER","96350","LAKESIDE CITY COMMUNITY CENTER","18"
"ARCHER","94197","SCOTLAND CITY  HALL","3"
"ARCHER","94195","WINDTHORST KNIGHTS OF COLUMBUS HALL","2"
"ARMSTRONG","90220","1ST FLOOR","2"
"ARMSTRONG","90216","BASEMENT","1"
"ARMSTRONG","90217","FIRESTATION","1"
"ATASCOSA","91238","BOARD ROOM DEMOCRAT","12"
"ATASCOSA","16732","DEM PARTY","29"
"ATASCOSA","16689","DEM PARTY","45"
"ATASCOSA","16743","DEM PARTY","77"
"ATASCOSA","16749","DEM PARTY","4"
"ATASCOSA","16706","DEM PARTY","19"
"ATASCOSA","88913","DEMOCRAT","79"
"ATASCOSA","22230","DEMOCRATIC PARTY","91"
"ATASCOSA","25214","DEMOCRATIC PARTY","46"
"ATASCOSA","94159","LOBBY DEM","25"
"ATASCOSA","94157","LOBBY DEM","1"
"ATASCOSA","13511","LOBBY DEM.","12"
"ATASCOSA","89303","LYTLE, TX.","89"
"ATASCOSA","89305","PLEASANTON","95"
"AUSTIN","89369","CHILDRENS CHURCH","5"
"AUSTIN","90619","EDUCATION CENTER","13"
"AUSTIN","96834","FAITH CENTER","7"
"AUSTIN","5449","FELLOWSHIP HALL","1"
"AUSTIN","26983","FELLOWSHIP HALL","18"
"AUSTIN","90096","FUCHS HALL","10"
"AUSTIN","19811","HALL","38"
"AUSTIN","5452","KITCHEN","15"
"AUSTIN","22908","MEETING","16"
"AUSTIN","89406","MEETING ROOM","18"
"AUSTIN","19810","MEETING ROOM","10"
"AUSTIN","96830","MEETING ROOM","11"
"AUSTIN","89370","MEETING ROOM","15"
"AUSTIN","13758","SENS ACTIVITY CENTER","21"
"AUSTIN","5450","W E HILL COMMUNITY CENTER","17"
"BAILEY","95402","FOYER","31"
"BANDERA","26959","BUS BARN","29"
"BANDERA","16065","ELECTION ROOM","18"
"BANDERA","32583","ELECTION ROOM","8"
"BANDERA","19904","GED CLASSROOM","36"
"BANDERA","5457","IN THE BAND HALL HALLWAY","11"
"BANDERA","5460","LAKEHILLS CIVIC CENTER","28"
"BANDERA","5458","PIPE CREEK VOL FIRE DEPT.","34"
"BANDERA","5464","TARPLEY COMMUNITY CENTER","12"
"BANDERA","5466","VANDERPOOL VOLUNTEER FIRE DEPT.","11"
"BASTROP","96893","ACTIVITY ROOM","247"
"BASTROP","96890","ASCENSION CATHOLIC CHURCH","278"
"BASTROP","94178","BASTROP CO ESD NO.2 FIRE STATION #3 (CIRCLE D)","45"
"BASTROP","96894","BASTROP CO ESD NO.2 FIRE STATION #4","46"
"BASTROP","91377","CALVARY BAPTIST CHURCH","136"
"BASTROP","96892","CONFERENCE ROOM","154"
"BASTROP","94186","FAITH LUTHERAN CHURCH","26"
"BASTROP","94184","FAMILY WORSHIP CENTER","58"
"BASTROP","94179","HILLS PRAIRIE BAPTIST CHURCH","12"
"BASTROP","96891","MEDIA ROOM","176"
"BASTROP","94185","NEW LIFE BAPTIST FELLOWSHIP","68"
"BASTROP","94177","PAIGE COMMUNITY CENTER","21"
"BASTROP","94180","RED ROCK COMMUNITY CENTER","57"
"BASTROP","94171","RIVER VALLEY CHRISTIAN FELLOWSHIP","51"
"BASTROP","94175","ROSANKY COMMUNITY CENTER","30"
"BASTROP","94173","THE GATHERING","26"
"BASTROP","94182","WYLDWOOD BAPTIST CHURCH","88"
"BAYLOR","22915","DEM 1 JP OFFICE","1"
"BAYLOR","22916","DEM 2 CO ATTN OFFICE","4"
"BAYLOR","22917","DEM 3 COURT RM","6"
"BAYLOR","17603","DEM 4  TAC OFFICE","1"
"BAYLOR","11963","LIBRARY","11"
"BEE","94659","AMERICAN LEGION HALL","15"
"BEE","5500","BEE COUNTY COLISEUM","58"
"BEE","94166","COMMUNITY ENGAGEMENT CENTER","2"
"BEE","95159","COMPUTER ROOM","32"
"BEE","97172","FELLOWSHIP HALL","34"
"BEE","94916","JOHN C. FULGHAM EVENT CENTER","75"
"BEE","94163","NEW SHERIFF'S OFFICE -TRAINING ROOM/LOBBY","12"
"BEE","90100","RECEPTION HALL","15"
"BEE","90522","STUDENT CENTER","16"
"BELL","5536","310 ST JOSEPH CATH CHURCH FELLOWSHIP HALL","10"
"BELL","5530","A & E STORAGE","5"
"BELL","5514","ANDERSON CHAPEL A.M.E. CHURCH","76"
"BELL","91548","BELL COUNTY ANNEX","298"
"BELL","91541","BELL COUNTY ANNEX","182"
"BELL","5506","BELTON NAZARENE CHURCH","102"
"BELL","5508","BELTON SENIOR CENTER","54"
"BELL","5510","BLISS COMMUNITY CENTER","24"
"BELL","5542","BOYS RANCH ROAD","14"
"BELL","5547","CENTRAL FIRE STATION","32"
"BELL","94765","CONFERENCE ROOM","43"
"BELL","5531","CROSS CHURCH ON BIRDCREEK","77"
"BELL","5537","FIRST BAPTIST CHURCH MOFFAT","38"
"BELL","5538","FIRST BAPTIST CHURCH OF ROGERS","20"
"BELL","5526","FIRST BAPTIST CHURCH OF TRIMMIER","59"
"BELL","26935","FIRST CHURCH OF THE NAZARENE","169"
"BELL","5546","FOYER OF AUDITORIUM","250"
"BELL","5523","GRACE CHRISTIAN CENTER","220"
"BELL","5518","HARKER HEIGHTS PARKS AND RECREATION CENTER","413"
"BELL","5532","IMMANUEL BAPTIST CHURCH","49"
"BELL","5516","J. W. SIMS COMMUNITY CENTER","112"
"BELL","97206","JACKSON PROFESSIONAL LEARNING CENTER","253"
"BELL","5522","KILLEEN SENIOR CENTER @ LIONS CLUB PARK","420"
"BELL","5513","KUHLMANN CIVIC CENTER","27"
"BELL","5511","LIBERTY CHRISTIAN CENTER","135"
"BELL","94761","MPR COMMUNITY CTR","74"
"BELL","97205","NORTH BELTON ANNEX","39"
"BELL","94764","NORTHSIDE CHURCH OF CHRIST","29"
"BELL","94766","ROY J. SMITH MIDDLE SCHOOL","90"
"BELL","5519","SALADO CHURCH OF CHRIST ACTIVITIES CENTER","110"
"BELL","94664","SKYLINE BAPTIST CHURCH","25"
"BELL","5525","ST PAUL CHONG HASANG CATH CHURCH","175"
"BELL","26933","SUGAR LOAF ELEMENTARY SCHOOL","57"
"BELL","5534","TEMPLE COLLEGE PAVILION","64"
"BELL","97207","TEMPLE ISD ADMINISTRATION BUILDING","218"
"BELL","5527","TROY COMMUNITY CENTER","31"
"BELL","5528","VFW POST 1820","173"
"BELL","94762","VFW POST 3892","27"
"BELL","5549","WEST BELL WATER SUPPLY OFFICE","109"
"BELL","97239","WESTERN HILLS ELEMENTARY","15"
"BELL","5533","WILSON PARKS & RECREATION CENTER","78"
"BEXAR","93662","A WING HALLWAY","77"
"BEXAR","92827","A100P","166"
"BEXAR","93763","A100Q","85"
"BEXAR","92858","A102","90"
"BEXAR","95103","A102","90"
"BEXAR","93562","A103","332"
"BEXAR","93438","A107","74"
"BEXAR","93678","A109","77"
"BEXAR","93649","A112","132"
"BEXAR","93692","A119","112"
"BEXAR","93675","A122","119"
"BEXAR","93109","A126","136"
"BEXAR","93688","A127","56"
"BEXAR","93775","A129","89"
"BEXAR","93693","A130","117"
"BEXAR","93708","A131","105"
"BEXAR","93745","ADMIN AREA","78"
"BEXAR","93765","ALBAN CLASSROOM","106"
"BEXAR","93806","ATHLETIC WING FOYER","117"
"BEXAR","93532","AUDITORIUM","126"
"BEXAR","93780","AUDITORIUM","111"
"BEXAR","93104","AUDITORIUM","62"
"BEXAR","93783","AUDITORIUM","64"
"BEXAR","93696","AUDITORIUM LIBRARY","78"
"BEXAR","93700","B WING SUBLEVEL","86"
"BEXAR","92823","B104","96"
"BEXAR","93433","B105","60"
"BEXAR","93445","B106","158"
"BEXAR","93835","B119","155"
"BEXAR","95100","BAND PORTABLE","130"
"BEXAR","93568","BASEMENT","146"
"BEXAR","93761","BEXAR ROOM","329"
"BEXAR","92813","BLDG 3 RM 182","88"
"BEXAR","93861","BOARD RM C-100D","194"
"BEXAR","93669","BOARD ROOM","203"
"BEXAR","95083","BOARD ROOM","136"
"BEXAR","93809","BOARDROOM","124"
"BEXAR","93799","BOYS GYM","80"
"BEXAR","93790","BOYS GYM","140"
"BEXAR","95623","C102","56"
"BEXAR","93446","C116","108"
"BEXAR","93743","CAFETERIA","145"
"BEXAR","93824","CAFETERIA","122"
"BEXAR","93565","CAFETERIA","82"
"BEXAR","93751","CAFETERIA","70"
"BEXAR","93754","CAFETERIA","93"
"BEXAR","93681","CAFETERIA","37"
"BEXAR","93591","CAFETERIA HALLWAY","98"
"BEXAR","93823","CATE BUILDING","52"
"BEXAR","92846","CENTER","120"
"BEXAR","92849","CENTER","93"
"BEXAR","93793","CENTER","175"
"BEXAR","97200","CHAPEL","91"
"BEXAR","95099","CHURCH","80"
"BEXAR","93717","CHURCH","178"
"BEXAR","93718","CHURCH","85"
"BEXAR","93580","CLASSROOM","176"
"BEXAR","93827","CLASSROOM FAMILY SPECIALIST","69"
"BEXAR","95984","CLUBHOUSE","53"
"BEXAR","97176","COLLEGE","64"
"BEXAR","93725","COMMUNITY ROOM","312"
"BEXAR","93842","COMMUNITY ROOM","279"
"BEXAR","93779","COMMUNITY ROOM","473"
"BEXAR","92842","CONFERENCE AREA","284"
"BEXAR","93702","COUNCIL CHAMBERS","157"
"BEXAR","93740","COUNCIL CHAMBERS","38"
"BEXAR","93812","COUNCIL CHAMBERS","230"
"BEXAR","93741","COUNCIL CHAMBERS","96"
"BEXAR","92847","COUNCIL CHAMBERS","20"
"BEXAR","95098","COUNCIL CHAMBERS","120"
"BEXAR","94429","COURTROOM","111"
"BEXAR","93816","COURTROOM","61"
"BEXAR","93815","COURTROOM","30"
"BEXAR","93750","D104","85"
"BEXAR","92845","D115","145"
"BEXAR","93447","D119","111"
"BEXAR","93589","DINING ROOM","130"
"BEXAR","93459","EARLY VOTING ROOM","468"
"BEXAR","93141","F101","134"
"BEXAR","93666","FAMILY ROOM 4","100"
"BEXAR","93748","FELLOWSHIP HALL","77"
"BEXAR","96695","FELLOWSHIP HALL","82"
"BEXAR","96697","FELLOWSHIP HALL","73"
"BEXAR","97081","FELLOWSHIP HALL","129"
"BEXAR","93469","FELLOWSHIP HALL","69"
"BEXAR","94063","FELLOWSHIP HALL","30"
"BEXAR","93686","FOYER","160"
"BEXAR","92821","FOYER","99"
"BEXAR","93747","FOYER","115"
"BEXAR","93680","FOYER","87"
"BEXAR","96519","FOYER","86"
"BEXAR","93720","FOYER","111"
"BEXAR","92850","FOYER","49"
"BEXAR","93820","FOYER","127"
"BEXAR","93716","FOYER","95"
"BEXAR","93802","FOYER","79"
"BEXAR","93767","FOYER","111"
"BEXAR","93664","FOYER","118"
"BEXAR","92855","FOYER","124"
"BEXAR","93739","FOYER","103"
"BEXAR","92839","FOYER","72"
"BEXAR","95622","FOYER","70"
"BEXAR","93746","FOYER","130"
"BEXAR","93448","FOYER","114"
"BEXAR","93840","FOYER","111"
"BEXAR","93722","FOYER","130"
"BEXAR","93841","FOYER","109"
"BEXAR","93111","FOYER","125"
"BEXAR","95082","FOYER","130"
"BEXAR","93752","FOYER","198"
"BEXAR","93755","FOYER DOWNSTAIRS","149"
"BEXAR","93705","FOYER/COUNCIL CHAMBERS","175"
"BEXAR","92829","FRONT HALLWAY","62"
"BEXAR","92834","FRONT OFFICE","92"
"BEXAR","93796","FRONT OFFICE LOBBY","101"
"BEXAR","93818","FRONT OFFICE LOBBY","57"
"BEXAR","93817","GAME GYM FOYER","19"
"BEXAR","92826","GARDANDALE NORTH","66"
"BEXAR","93782","GYM","136"
"BEXAR","93788","GYM","96"
"BEXAR","96855","GYM","56"
"BEXAR","93691","GYM","109"
"BEXAR","93464","GYM","76"
"BEXAR","93500","GYM","95"
"BEXAR","93555","GYM","184"
"BEXAR","93764","GYM","60"
"BEXAR","95618","GYM","65"
"BEXAR","93836","GYM","252"
"BEXAR","93474","GYM","96"
"BEXAR","93538","GYM","128"
"BEXAR","93795","GYM","88"
"BEXAR","95101","GYM","52"
"BEXAR","93643","GYM","134"
"BEXAR","93770","GYM","156"
"BEXAR","93541","GYM","43"
"BEXAR","93798","GYM","198"
"BEXAR","93612","GYM","74"
"BEXAR","93742","GYM 2","133"
"BEXAR","93819","HALL","71"
"BEXAR","93726","HALL","111"
"BEXAR","92811","HALL","128"
"BEXAR","93759","HALLWAY","112"
"BEXAR","93695","HALLWAY","291"
"BEXAR","92816","HALLWAY BY CAFETERIA","76"
"BEXAR","93758","HALLWAY BY GYM","108"
"BEXAR","93571","HP BLDG HALLWAY","132"
"BEXAR","93843","KINDER HALLWAY","100"
"BEXAR","93461","LAC FOYER","58"
"BEXAR","93703","LARGE CONFERENCE RM","122"
"BEXAR","93585","LG CONF RM","102"
"BEXAR","93773","LIBRARY","175"
"BEXAR","92819","LIBRARY","96"
"BEXAR","93791","LIBRARY","91"
"BEXAR","93655","LIBRARY","83"
"BEXAR","93769","LIBRARY","156"
"BEXAR","92812","LIBRARY","79"
"BEXAR","93757","LIBRARY","100"
"BEXAR","93481","LIBRARY","368"
"BEXAR","93777","LIBRARY","114"
"BEXAR","93687","LIBRARY","215"
"BEXAR","93689","LIBRARY","78"
"BEXAR","93432","LIBRARY","78"
"BEXAR","93512","LIBRARY","50"
"BEXAR","93697","LIBRARY","55"
"BEXAR","95097","LIBRARY","159"
"BEXAR","92815","LIBRARY","84"
"BEXAR","93771","LIBRARY","121"
"BEXAR","93828","LIBRARY","239"
"BEXAR","93753","LIBRARY","101"
"BEXAR","93738","LIBRARY","89"
"BEXAR","93785","LIBRARY","100"
"BEXAR","96098","LIBRARY","108"
"BEXAR","93454","LIBRARY","166"
"BEXAR","93709","LIBRARY","102"
"BEXAR","92818","LIBRARY","482"
"BEXAR","93683","LIBRARY","117"
"BEXAR","93734","LIBRARY","190"
"BEXAR","93656","LIBRARY","98"
"BEXAR","93682","LIBRARY","133"
"BEXAR","96712","LIBRARY","73"
"BEXAR","93712","LIBRARY","90"
"BEXAR","93449","LIBRARY","116"
"BEXAR","93451","LIBRARY","190"
"BEXAR","93070","LIBRARY","57"
"BEXAR","93797","LIBRARY","90"
"BEXAR","93495","LIBRARY","142"
"BEXAR","93756","LIBRARY","112"
"BEXAR","93838","LIBRARY","132"
"BEXAR","93535","LIBRARY","75"
"BEXAR","93776","LIBRARY","392"
"BEXAR","93733","LIBRARY","375"
"BEXAR","93822","LIBRARY","29"
"BEXAR","93768","LIBRARY","94"
"BEXAR","93548","LIBRARY","180"
"BEXAR","92843","LIBRARY","112"
"BEXAR","93719","LIBRARY","108"
"BEXAR","93774","LIBRARY","61"
"BEXAR","93732","LOBBY","243"
"BEXAR","93659","LOUNGE","89"
"BEXAR","93684","LOWER LEVEL, A-17","457"
"BEXAR","93730","MAIN AREA","141"
"BEXAR","93787","MAIN AREA","335"
"BEXAR","93807","MAIN AREA","243"
"BEXAR","93707","MAIN BALLROOM","73"
"BEXAR","93800","MAIN ENTRANCE","49"
"BEXAR","93440","MAIN FOYER","139"
"BEXAR","93805","MAIN GYM","79"
"BEXAR","93830","MAIN HALLWAY","150"
"BEXAR","93443","MAIN HALLWAY","110"
"BEXAR","93786","MAIN OFFICE HALLWAY","153"
"BEXAR","93728","MAIN ROOM","119"
"BEXAR","93715","MAIN ROOM","55"
"BEXAR","93640","MAIN ROOM","69"
"BEXAR","93674","MEETING RM","146"
"BEXAR","93821","MEETING ROOM","259"
"BEXAR","93472","MEETING ROOM","445"
"BEXAR","93434","MEETING ROOM","315"
"BEXAR","93698","MEETING ROOM","332"
"BEXAR","93672","MEETING ROOM","336"
"BEXAR","92828","MEETING ROOM","292"
"BEXAR","93729","MEETING ROOM","402"
"BEXAR","93652","MEETING ROOM","403"
"BEXAR","93749","MEETING ROOM","309"
"BEXAR","95596","MEETING ROOM","265"
"BEXAR","93508","MEETING ROOM","216"
"BEXAR","93803","MEETING ROOM","288"
"BEXAR","93772","MEETING ROOM","214"
"BEXAR","93766","MULTIPURPOSE ROOM","112"
"BEXAR","94778","OZUNA LIBRARY, ROOM 102","135"
"BEXAR","93677","PARLOR IN NULL BLDG","112"
"BEXAR","93439","PECAN HALL ROOM 101","266"
"BEXAR","93762","PIPER BASS CONFERENCE ROOM","70"
"BEXAR","93833","PORTABLE","95"
"BEXAR","95620","PORTABLE 12","69"
"BEXAR","93657","PORTABLE 34","101"
"BEXAR","93829","PORTABLE 45","52"
"BEXAR","92814","PORTABLE 524","71"
"BEXAR","93436","PRACTICE GYM","166"
"BEXAR","93654","RECEPTION","95"
"BEXAR","93808","RED WING HALLWAY","110"
"BEXAR","93814","RM 1","242"
"BEXAR","93517","RM 103","20"
"BEXAR","93525","RM 114","254"
"BEXAR","93504","RM A1203","78"
"BEXAR","93485","ROOM 1","98"
"BEXAR","93690","ROOM 1","182"
"BEXAR","93478","ROOM 101","79"
"BEXAR","93826","ROOM 101 AND 102","116"
"BEXAR","95883","ROOM 124","47"
"BEXAR","93784","ROOM 25","314"
"BEXAR","92810","SAN ANTONIO HOUSING AUTHORITY","241"
"BEXAR","93789","SCHOOL","56"
"BEXAR","93466","SCHOOL","62"
"BEXAR","92822","SCHOOL","127"
"BEXAR","92825","SCHOOL","81"
"BEXAR","93794","SCHOOL","89"
"BEXAR","93811","SCHOOL","98"
"BEXAR","92830","SCHOOL","39"
"BEXAR","92837","SCHOOL","47"
"BEXAR","93441","SCHOOL","159"
"BEXAR","93736","SCHOOL","121"
"BEXAR","92832","SCHOOL","59"
"BEXAR","93724","SCHOOL","112"
"BEXAR","93456","SCHOOL","132"
"BEXAR","93435","SCHOOL","22"
"BEXAR","95621","SCHOOL","63"
"BEXAR","95597","SCHOOL","66"
"BEXAR","93694","SCHOOL","58"
"BEXAR","93737","SCHOOL","67"
"BEXAR","93760","SCHOOL","214"
"BEXAR","93483","SCHOOL","63"
"BEXAR","92824","SCHOOL","65"
"BEXAR","93804","SCIENCE BUILDING FOYER","81"
"BEXAR","93801","SCIENCE LAB 28","56"
"BEXAR","93127","SCIENCE LAB RM 201","144"
"BEXAR","93710","TEACHERS LOUNGE","125"
"BEXAR","93781","TEEN COMMUNITY ROOM","106"
"BEXAR","93699","WESLEY ROOM","142"
"BLANCO","90186","BLANCO COUNTY SOUTH ANNEX","35"
"BLANCO","89668","FELLOWSHIP HALL","47"
"BLANCO","95507","FELLOWSHIP HALL","67"
"BLANCO","5859","HOPPE ROOM","36"
"BLANCO","96967","RM FIRE STATION","19"
"BORDEN","89424","FIRST BAPTIST CHURCH FELLOWSHIP HALL","1"
"BOSQUE","5885","CAYOTE COMMUNITY CENTER","7"
"BOSQUE","5879","CLIFTON CIVIC CENTER","25"
"BOSQUE","13211","CLIFTON CIVIC CENTER","20"
"BOSQUE","5877","CRANFILLS GAP COMMUNITY CENTER","5"
"BOSQUE","5871","IREDELL CITY HALL","3"
"BOSQUE","94418","LAKESIDE COMMUNITY CENTER (D)","22"
"BOSQUE","5875","MERIDIAN CIVIC CENTER","4"
"BOSQUE","27886","MERIDIAN CIVIC CENTER","12"
"BOSQUE","5872","WALNUT SPRINGS CITY HALL","18"
"BOSQUE","94419","WEST SHORE COMMUNITY CENTER (D)","30"
"BOWIE","22333","CONFERENCE ROOM","40"
"BOWIE","22348","COUNCIL CHAMBERS","84"
"BOWIE","22367","COUNCIL ROOM","14"
"BOWIE","89278","ENTRANCE HALL","14"
"BOWIE","22359","ENTRY HALLWAY","44"
"BOWIE","22335","FAMILY LIFE CENTER","59"
"BOWIE","89272","FELLOWSHIP HALL","24"
"BOWIE","89266","FOYER OR GYM","41"
"BOWIE","22340","GYM","50"
"BOWIE","22349","GYM","97"
"BOWIE","89273","GYM","40"
"BOWIE","89279","GYM","32"
"BOWIE","22343","LEVI HALL","50"
"BOWIE","89281","RECEPTION ROOM","1"
"BOWIE","89274","STAFF LOUNGE","68"
"BOWIE","94207","WORSHIP CENTER","133"
"BRAZORIA","12021","ALVIN LIBRARY MEETING ROOM","217"
"BRAZORIA","89125","BONNEY ANNEX BLDG","42"
"BRAZORIA","32308","BRAZORIA LIBRARY MEETING ROOM","117"
"BRAZORIA","90657","CLUTE EVENT CENTER","56"
"BRAZORIA","96817","COURTROOM","198"
"BRAZORIA","12142","DANBURY COMMUNITY CENTER","19"
"BRAZORIA","5933","DRAINAGE DISTRICT #4 BOARD ROOM","109"
"BRAZORIA","20240","EAST ANNEX RM 144","184"
"BRAZORIA","32922","FIRST CHURCH OF PEARLAND FOYER","27"
"BRAZORIA","12165","FREEPORT LIBRARY MEETING ROOM","87"
"BRAZORIA","96818","LIBERTY ALUMNI HALL","77"
"BRAZORIA","90811","NEW HARVEST CHRISTIAN FELLOWSHIP","90"
"BRAZORIA","12022","NORTH ANNEX VOTING ROOM","448"
"BRAZORIA","5929","OYSTER CREEK CITY HALL","5"
"BRAZORIA","90084","PCT 4 NORTH ANNEX COURTROOM","184"
"BRAZORIA","89766","PEARLAND REC CENTER MEETING ZONE","110"
"BRAZORIA","32090","PEARLAND WESTSIDE LIBRARY MEETING ROOM","929"
"BRAZORIA","32880","PRECINCT 4 BUILDING #2","71"
"BRAZORIA","32309","RICHWOOD CITY HALL COUNCIL CHAMBERS","34"
"BRAZORIA","20247","SILVERLAKE RECREATION CENTER","212"
"BRAZORIA","96829","SUITE 110","29"
"BRAZORIA","5935","SWEENY COMMUNITY CENTER MEETING ROOM","59"
"BRAZORIA","32089","TOM REID LIBRARY MEETING ROOM","427"
"BRAZORIA","5992","WEST ANNEX MEETING ROOM","24"
"BRAZORIA","5994","WEST PEARLAND COMMUNITY CENTER","717"
"BRAZOS","11912","ADMINISTRATIVE CONFERENCE ROOM","77"
"BRAZOS","14671","BACK ROOM","241"
"BRAZOS","17658","BACK ROOM","60"
"BRAZOS","89128","BUSH 4141 CMTY RM","95"
"BRAZOS","90108","COMMONS/REFINERY","61"
"BRAZOS","6020","FELLOWSHIP HALL","37"
"BRAZOS","23771","FIRST BAPTIST CHURCH  BRYAN","76"
"BRAZOS","17652","FRONT FOYER","64"
"BRAZOS","6019","GYM BEHIND THE CHURCH","98"
"BRAZOS","11913","LEFT ENTRANCE IN MAIN FOYER","196"
"BRAZOS","32123","MAIN ENTRANCE","63"
"BRAZOS","32122","MAIN ENTRANCE","61"
"BRAZOS","5996","MAIN ROOM","19"
"BRAZOS","6024","MAIN ROOM","114"
"BRAZOS","11905","MAIN ROOM","14"
"BRAZOS","22527","MEETING ROOM","198"
"BRAZOS","6017","MULTI PURPOSE ROOM","63"
"BRAZOS","96826","NEW ZION MISSIONARY BAPTIST CHURCH","36"
"BRAZOS","90465","RUTH MCLEOD TRAINING ROOM","193"
"BRAZOS","22485","SIDE ROOM","81"
"BRAZOS","6021","SIDE ROOM OFF OF MAIN WORSHIP HALL","112"
"BRAZOS","95180","TEXAS A&M COLLEGE OF MEDICINE","43"
"BRAZOS","6007","TEXAS A&M UNIVERSITY","292"
"BRAZOS","96535","WELLBORN BAPTIST CHURCH","43"
"BRAZOS","14680","WEST SIDE OF BUILDING IN THE FOYER","74"
"BREWSTER","21009","ALPINE CITY COUNCIL CHAMBERS","62"
"BREWSTER","90604","BREWSTER COUNTY SUNNY GLEN COOPERATIVE BUILDING","56"
"BREWSTER","96947","FOOD PANTRY OF ALPINE","43"
"BREWSTER","94356","J.W. "RED" PATTILLO COMMUNITY CENTER","50"
"BREWSTER","94343","JUDGE VAL CLARK BEARD OFFICE COMPLEX","73"
"BREWSTER","94350","MARATHON COMMUNITY CENTER","22"
"BREWSTER","94345","PANTHER JUNCTION COMMUNITY ROOM","8"
"BRISCOE","90314","FIRST BAPTIST CHURCH","1"
"BRISCOE","6036","HOPE COMMUNITY CENTER","2"
"BRISCOE","21745","PIONEER ROOM","1"
"BROOKS","94647","ENCINO, TEXAS","60"
"BROOKS","95126","LASATER CAFETERIA","129"
"BROOKS","92760","LIBRARY","145"
"BROOKS","94649","LOS ENCINITOS ELEDERLY HOUSING OFFICE","177"
"BROOKS","94648","VFW HALL","209"
"BROWN","22147","ELECTION DAY","151"
"BURLESON","6074","1ST FLOOR HALLWAY","21"
